date,pm10,o3,no2,so2,co,city,pm25
2015-7-12, 14,, 7,,,poznań, 44
2015-7-13, 21,, 9,,,poznań, 37
2015-7-14, 23,, 8,,,poznań, 48
2015-7-15, 31,, 15,,,poznań, 49
2015-7-16, 31,, 10,,,poznań, 49
2015-7-17, 41,, 8,,,poznań, 58
2015-7-18, 24,, 3,,,poznań, 64
2015-7-19, 14,, 5,,,poznań, 40
2015-7-20, 22,, 10,,,poznań, 39
2015-7-21, 23,, 8,,,poznań, 32
2015-7-22, 19,, 11,,,poznań, 47
2015-7-23, 25,, 9,,,poznań, 41
2015-7-24, 27,, 6,,,poznań, 41
2015-7-25, 15,, 5,,,poznań, 49
2015-7-26, 23,, 10, 1,,poznań, 29
2015-7-27, 27,, 6,,,poznań, 33
2015-7-28, 35,, 9,,,poznań, 38
2015-7-29, 42,, 7,,,poznań, 38
2015-7-30, 24,, 8,,,poznań, 50
2015-7-31, 32,, 10,,,poznań, 41
2015-8-1,,, 6, 1,,poznań, 41
2015-8-2, 24,, 15, 1,,poznań, 47
2015-8-3, 41,, 9, 1,,poznań, 63
2015-8-4, 36,, 7,,,poznań, 65
2015-8-5, 24,, 7,,,poznań, 60
2015-8-6, 41,, 9, 1,,poznań, 47
2015-8-7, 41,, 6, 1,,poznań, 66
2015-8-8, 26,, 4,,,poznań, 66
2015-8-9, 15,, 5,,,poznań, 59
2015-8-10, 30,, 11, 1,,poznań, 38
2015-8-11, 48,, 14, 1,,poznań, 54
2015-8-12, 21,, 4,,,poznań, 80
2015-8-13, 20,, 5, 1,,poznań, 43
2015-8-14, 29,, 5, 1,,poznań, 37
2015-8-15, 21,, 6,,,poznań, 57
2015-8-16, 24,, 8, 1,,poznań, 48
2015-8-17, 28,, 6, 1,,poznań, 54
2015-8-18, 24,, 8, 1,,poznań, 48
2015-8-19, 31,, 9, 1,,poznań, 46
2015-8-20, 34,, 11, 1,,poznań, 53
2015-8-21, 29,, 8, 1,,poznań, 62
2015-8-22, 21,, 5, 1,,poznań, 50
2015-8-23, 33,, 8, 1,,poznań, 44
2015-8-24, 40,, 11, 1,,poznań, 52
2015-8-25, 31,, 15, 1,,poznań, 57
2015-8-26, 40,, 14,,,poznań, 42
2015-8-27, 33,, 12,,,poznań, 49
2015-8-28, 25,, 11,,,poznań, 54
2015-8-29, 22,, 10,,,poznań, 42
2015-8-30, 32,, 21, 1,,poznań, 37
2015-8-31, 66,, 22, 1,,poznań, 55
2015-9-1, 26,, 9,,,poznań, 81
2015-9-2, 26,, 14,,,poznań, 50
2015-9-3, 21,, 10,,,poznań, 46
2015-9-4, 32,, 5,,,poznań, 42
2015-9-5, 10,, 3,,,poznań, 44
2015-9-6, 8,, 4,,,poznań, 25
2015-9-7, 13,, 11,,,poznań, 23
2015-9-8, 12,, 12,,,poznań, 25
2015-9-9, 22,, 10,,,poznań, 33
2015-9-10, 16,, 8, 1,,poznań, 49
2015-9-11, 21,, 6,,,poznań, 38
2015-9-12, 26,, 5,,,poznań, 48
2015-9-13, 35,, 9, 1,,poznań, 61
2015-9-14, 27,, 16,,,poznań, 62
2015-9-15, 31,, 16,,,poznań, 45
2015-9-16, 39,, 17,,,poznań, 51
2015-9-17, 30,, 13,,,poznań, 65
2015-9-18, 44,, 21,,,poznań, 45
2015-9-19, 18,, 7,,,poznań, 67
2015-9-20, 16,, 12,,,poznań, 32
2015-9-21, 32,, 14, 1,,poznań, 33
2015-9-22, 42,, 14,,,poznań, 46
2015-9-23, 37,, 18,,,poznań, 63
2015-9-24, 46,, 16,,,poznań, 60
2015-9-25, 14,, 7,,,poznań, 72
2015-9-26, 12,, 7,,,poznań, 35
2015-9-27, 14,, 11,,,poznań, 26
2015-9-28, 16,, 11,,,poznań, 35
2015-9-29, 24,, 13,,,poznań, 41
2015-9-30, 78,, 21, 1,,poznań, 48
2015-4-9, 58,, 10, 4,,poznań, 6
2015-4-10,,,,,,poznań, 49
2015-4-13, 23,, 10,,,poznań, 53
2015-4-14, 32,, 13,,,poznań, 40
2015-4-15, 22,, 7,,,poznań, 46
2015-4-16, 19,, 8,,,poznań, 37
2015-4-17, 10,, 6,,,poznań, 34
2015-4-18, 12,, 7,,,poznań, 29
2015-4-19, 13,, 6,,,poznań, 33
2015-4-20, 22,, 12,,,poznań, 30
2015-4-21, 28,, 11, 1,,poznań, 44
2015-4-22, 37,, 11,,,poznań, 56
2015-4-23, 47,, 19,,,poznań, 59
2015-4-24, 61,, 16, 1,,poznań, 62
2015-4-25, 21,, 7,,,poznań, 89
2015-4-26, 24,, 8,,,poznań, 46
2015-4-27, 13,, 6,,,poznań, 49
2015-4-28, 12,, 11, 1,,poznań, 39
2015-4-29, 24,, 12,,,poznań, 36
2015-4-30, 22,, 9,,,poznań, 61
2015-5-1, 18,, 12,,,poznań, 52
2015-5-2, 26,, 9,,,poznań, 50
2015-5-3, 18,, 12,,,poznań, 63
2015-5-4, 28,, 10, 1,,poznań, 48
2015-5-5, 18,, 9, 1,,poznań, 58
2015-5-6, 25,, 8,,,poznań, 44
2015-5-7, 15,, 12,,,poznań, 42
2015-5-8, 22,, 9, 1,,poznań, 32
2015-5-9, 15,, 4,,,poznań, 54
2015-5-10, 13,, 10,,,poznań, 42
2015-5-11, 27,, 10,,,poznań, 33
2015-5-12, 16,, 10,,,poznań, 44
2015-5-13, 15,, 9,,,poznań, 37
2015-5-14, 14,, 9,,,poznań, 43
2015-5-15, 22,, 10,,,poznań, 37
2015-5-16, 13,, 4,,,poznań, 54
2015-5-17, 19,, 8,,,poznań, 40
2015-5-18, 39,, 12,,,poznań, 37
2015-5-19, 23,, 15,,,poznań, 61
2015-5-20, 19,, 15,,,poznań, 55
2015-5-21, 19,, 16,,,poznań, 54
2015-5-22, 30,, 14,,,poznań, 46
2015-5-23, 12,, 6,,,poznań, 53
2015-5-24, 27,, 13,,,poznań, 29
2015-5-25, 14,, 6,,,poznań, 53
2015-5-26, 14,, 5,,,poznań, 38
2015-5-27, 18,, 8,,,poznań, 33
2015-5-28, 18,, 7,,,poznań, 29
2015-5-29, 31,, 7,,,poznań, 39
2015-5-30, 12,, 7,,,poznań, 61
2015-5-31, 23,, 10,,,poznań, 35
2015-6-1, 18,, 8,,,poznań, 45
2015-6-2, 27,, 9,,,poznań, 40
2015-6-3, 15,, 3,,,poznań, 53
2015-6-4, 12,, 4, 1,,poznań, 32
2015-6-5, 20,, 7, 1,,poznań, 22
2015-6-6, 18,, 6,,,poznań, 53
2015-6-7, 16,, 7,,,poznań, 45
2015-6-8, 10,, 6,,,poznań, 40
2015-6-9, 14,, 11, 1,,poznań, 29
2015-6-10, 18,, 14,,,poznań, 29
2015-6-11, 29,, 16,,,poznań, 42
2015-6-12, 23,, 9,,,poznań, 60
2015-6-13, 17,, 3,,,poznań, 64
2015-6-14, 11,, 5,,,poznań, 53
2015-6-15, 11,, 6,,,poznań, 36
2015-6-16, 12,, 6,,,poznań, 25
2015-6-17, 36,, 11,,,poznań, 25
2015-6-18, 13,, 9,,,poznań, 45
2015-6-19, 9,, 6,,,poznań, 31
2015-6-20, 10,, 5,,,poznań, 27
2015-6-21, 15,, 12,,,poznań, 29
2015-6-22, 10,, 8,,,poznań, 39
2015-6-23, 14,, 8,,,poznań, 30
2015-6-24, 18,, 12,,,poznań, 42
2015-6-25, 35,, 18,,,poznań, 46
2015-6-26, 16,, 8,,,poznań, 70
2015-6-27, 20,, 4,,,poznań, 52
2015-6-28, 14,, 12, 1,,poznań, 56
2015-6-29, 19,, 12, 1,,poznań, 43
2015-6-30, 12,, 7,,,poznań, 38
2014-10-1, 32,, 10,,,poznań, 68
2014-10-2, 37,, 11, 1,,poznań, 65
2014-10-3, 41,, 10, 1,,poznań, 70
2014-10-4, 45,, 8, 1,,poznań, 80
2014-10-5, 46,, 11, 4,,poznań, 82
2014-10-6, 42,, 7, 1,,poznań, 80
2014-10-7, 48,, 10,,,poznań, 78
2014-10-8, 40,, 11,,,poznań, 71
2014-10-9, 46,, 15,,,poznań, 58
2014-10-10, 39,, 11, 1,,poznań, 69
2014-10-11, 30,, 9,,,poznań, 73
2014-10-12, 34,, 10,,,poznań, 55
2014-10-13, 37,, 13,,,poznań, 62
2014-10-14, 23,, 13,,,poznań, 68
2014-10-15, 30,, 12,,,poznań, 44
2014-10-16, 28,, 12,,,poznań, 49
2014-9-15, 17,, 8, 2,,poznań, 61
2014-9-16,,, 8, 1,,poznań, 49
2014-9-17,,, 8, 1,,poznań, 42
2014-9-18,,, 17,,,poznań, 63
2014-9-19,,, 11,,,poznań, 76
2014-9-20,,, 6,,,poznań, 71
2014-9-21,,, 6,,,poznań, 67
2014-9-22,,, 7,,,poznań, 41
2014-9-23,,, 14,,,poznań, 30
2014-9-24,,, 12,,,poznań, 51
2014-9-25, 14,, 10,,,poznań, 56
2014-9-26, 14,, 8,,,poznań, 32
2014-9-27, 28,, 11,,,poznań, 35
2014-9-28, 41,, 18, 1,,poznań, 54
2014-9-29, 54,, 19, 1,,poznań, 59
2014-9-30, 31,, 7,,,poznań, 90
2022-3-26, 20,,,,,poznań,
2021-12-25, 73,, 14,, 9,poznań,
2021-3-2, 79,, 15,, 8,poznań,
2020-1-3, 16, 25, 11, 1, 4,poznań,
2018-4-1, 10,, 9, 1, 11,poznań,
2018-4-2, 11,, 17, 2, 13,poznań,
2018-4-3, 30,, 15, 2, 14,poznań,
2018-4-4, 45,, 9, 1, 11,poznań,
2018-4-5, 45,, 12, 1, 10,poznań,
2018-4-6, 22,, 9, 3, 11,poznań,
2017-12-31, 21,, 3, 1, 3,poznań,
2018-1-5, 27,, 14, 1, 7,poznań,
2018-1-6, 26,, 7, 1, 4,poznań,
2018-1-7, 38,, 15, 2, 6,poznań,
2018-1-8, 28,, 9, 2, 4,poznań,
2018-1-9, 33,, 10, 2, 6,poznań,
2018-1-10, 43,, 10, 1, 5,poznań,
2018-1-11, 33,, 7, 1, 4,poznań,
2018-1-12, 20,, 4, 1, 4,poznań,
2018-1-13, 18,, 4, 1, 4,poznań,
2018-1-14, 23,, 5, 2, 4,poznań,
2018-1-17, 16,, 9,, 4,poznań,
2018-1-18, 20,, 13,, 5,poznań,
2018-1-19, 28,, 12, 1, 6,poznań,
2018-1-20, 44,, 11, 1, 7,poznań,
2018-1-21, 49,, 11, 2, 6,poznań,
2018-1-22, 49,, 17, 2, 8,poznań,
2018-1-23, 34,, 12, 2, 6,poznań,
2018-1-24, 18,, 14, 1, 7,poznań,
2018-1-25, 42,, 17, 3, 9,poznań,
2018-1-26, 34,, 12, 1, 8,poznań,
2018-1-27, 14,, 6, 1, 6,poznań,
2018-1-28, 5,, 7,, 6,poznań,
2018-1-29, 9,, 8,, 5,poznań,
2018-1-30, 12,, 10, 1, 6,poznań,
2018-1-31, 14,, 14, 1, 7,poznań,
2018-2-1, 32,, 14, 2, 8,poznań,
2018-2-2, 20,, 11, 1, 7,poznań,
2018-2-3, 22,, 7,, 7,poznań,
2018-2-4, 16,, 10,, 6,poznań,
2018-2-5, 19,, 14, 1, 7,poznań,
2018-2-6, 53,, 16, 4, 10,poznań,
2018-2-7, 63,, 19, 3, 11,poznań,
2018-2-8, 71,, 19, 4, 13,poznań,
2018-2-9, 63,, 12, 3, 9,poznań,
2018-2-10, 57,, 10, 2, 9,poznań,
2018-2-11, 30,, 16, 1, 10,poznań,
2018-2-12, 42,, 17, 2, 10,poznań,
2018-2-13, 41,, 11, 1, 8,poznań,
2018-2-14, 34,, 10, 1, 9,poznań,
2018-2-15, 30,, 15, 1, 9,poznań,
2018-2-16, 24,, 12, 1, 8,poznań,
2018-2-17, 17,, 8, 1, 9,poznań,
2018-2-18, 29,, 13, 1, 6,poznań,
2018-2-19, 31,, 10, 2, 4,poznań,
2018-2-20, 29,, 12, 1, 4,poznań,
2018-2-21, 39,, 11, 2, 5,poznań,
2018-2-22, 35,, 14, 2, 5,poznań,
2018-2-23, 26,, 4, 1, 3,poznań,
2018-2-24, 16,, 5, 1, 3,poznań,
2018-2-25, 28,, 11, 2, 4,poznań,
2018-2-26, 49,, 11, 3, 6,poznań,
2018-2-27, 29,, 6, 2, 4,poznań,
2018-2-28, 29,, 8, 3, 4,poznań,
2018-3-1, 44,, 12, 3, 6,poznań,
2018-3-2, 50,, 13, 4, 7,poznań,
2018-3-3, 61,, 11, 4, 8,poznań,
2018-3-4, 61,, 15, 5, 8,poznań,
2018-3-5, 62,, 16, 4, 9,poznań,
2018-3-6, 56,, 15, 1, 9,poznań,
2018-3-7, 42,, 17, 1, 7,poznań,
2018-3-8, 19,, 14, 1, 6,poznań,
2018-3-9, 32,, 14, 2, 7,poznań,
2018-3-10, 37,, 10, 2, 8,poznań,
2018-3-11, 30,, 13, 2, 7,poznań,
2018-3-12, 15,, 8,, 6,poznań,
2018-3-13, 12,, 10,, 6,poznań,
2018-3-14, 15,, 5,, 6,poznań,
2018-3-15, 16,, 4,, 5,poznań,
2018-3-16, 15,, 2,, 5,poznań,
2018-3-17, 11,, 2, 1, 5,poznań,
2018-3-18, 17,, 12, 2, 7,poznań,
2018-3-19, 56,, 15, 2, 11,poznań,
2018-3-20, 14,, 10, 2, 6,poznań,
2018-3-21, 19,, 10, 2, 6,poznań,
2018-3-22, 25,, 12, 1, 7,poznań,
2018-3-23, 33,, 10, 2, 8,poznań,
2018-3-24, 46,, 10, 3, 9,poznań,
2018-3-25, 43,, 13, 2, 11,poznań,
2018-3-26, 16,, 10, 1, 12,poznań,
2018-3-27, 26,, 9, 1, 6,poznań,
2018-3-28, 19,, 10, 2, 7,poznań,
2018-3-29, 19,, 9, 2, 9,poznań,
2018-3-30, 18,, 5, 2, 10,poznań,
2018-3-31, 10,, 4, 1, 9,poznań,
2017-9-9, 14,, 3,, 4,poznań,
2016-10-16, 23,, 8,, 5,poznań,
2016-9-13, 27,, 7, 1, 4,poznań,
2016-9-14, 25,, 9, 1, 4,poznań,
2016-9-15, 40,, 9, 1, 3,poznań,
2016-9-16, 39,, 5, 1, 2,poznań,
2016-9-17, 26,, 3,, 2,poznań,
2016-9-18, 24,, 8,, 2,poznań,
2016-9-19, 30,, 10,, 3,poznań,
2016-1-1, 27,, 4, 2,,poznań,
2015-4-8, 33,, 19, 1,,poznań,
2015-4-12, 20,, 4,,,poznań,
2014-10-17, 35,, 7,,,poznań,
2014-10-18, 23,, 5,,,poznań,
2014-10-19, 13,, 8,,,poznań,
2014-10-20, 16,, 11,,,poznań,
2014-10-21, 17,, 11,,,poznań,
2014-10-22, 23,, 6,,,poznań,
2014-10-23, 26,, 10, 1,,poznań,
2014-10-24, 35,, 9, 1,,poznań,
2014-10-25, 41,, 10, 1,,poznań,
2014-10-26, 40,, 14, 1,,poznań,
2014-10-27, 54,, 17, 1,,poznań,
2014-10-28, 64,, 23, 2,,poznań,
2014-10-29, 79,, 14, 1,,poznań,
2014-9-14, 29,, 7, 1,,poznań,
2020-7-13,, 9, 7,, 2,poznań,
2020-7-14,, 36, 8,, 2,poznań,
2020-7-15,, 36, 6,, 2,poznań,
2022-7-28,,, 16,,,poznań,
2021-1-4,,, 5,,,poznań,
2021-1-5,,, 7,,,poznań,
2021-1-6,,, 7,,,poznań,
2021-1-7,,, 10,,,poznań,
2021-1-8,,, 10,,,poznań,
2021-1-9,,, 7,,,poznań,
2021-1-10,,, 5,,,poznań,
2021-1-11,,, 9,,,poznań,
2021-1-12,,, 10,,,poznań,
2021-1-13,,, 8,,,poznań,
2021-1-14,,, 8,,,poznań,
2021-1-15,,, 8,,,poznań,
2021-1-16,,, 4,, 6,poznań,
2021-1-17,,, 11,, 8,poznań,
2021-1-18,,, 21,, 13,poznań,
2021-1-19,,, 12,, 8,poznań,
2021-1-20,,, 11,, 7,poznań,
2021-1-21,,, 10,, 7,poznań,
2021-1-22,,, 9,, 7,poznań,
2021-1-23,,, 8,, 8,poznań,
2021-1-24,,, 10,, 8,poznań,
2021-1-25,,, 9,, 8,poznań,
2021-1-26,,, 8,, 7,poznań,
2021-1-27,,, 10,, 7,poznań,
2021-1-28,,, 10,, 8,poznań,
2021-1-29,,, 9,, 7,poznań,
2021-1-30,,, 7,, 8,poznań,
2021-1-31,,, 8,, 8,poznań,
2021-2-1,,, 14,, 11,poznań,
2021-2-2,,, 13,, 11,poznań,
2021-2-3,,, 13,, 9,poznań,
2021-2-4,,, 8,, 3,poznań,
2021-2-5,,, 9,, 3,poznań,
2021-2-6,,, 3,, 2,poznań,
2021-2-7,,, 1,, 2,poznań,
2021-2-8,,, 5,, 2,poznań,
2021-2-9,,, 9,, 3,poznań,
2021-2-10,,, 16,, 5,poznań,
2021-2-11,,, 12,, 4,poznań,
2021-2-12,,, 13,, 4,poznań,
2021-2-13,,, 5,, 3,poznań,
2021-2-14,,, 5,, 3,poznań,
2021-2-15,,, 12,, 4,poznań,
2021-2-16,,, 15,, 5,poznań,
2021-2-17,,, 13,, 5,poznań,
2021-2-18,,, 12,, 6,poznań,
2021-2-19,,, 13,, 5,poznań,
2021-2-20,,, 15,, 7,poznań,
2021-2-21,,, 8,, 5,poznań,
2021-2-22,,, 20,, 10,poznań,
2021-2-23,,, 18,, 9,poznań,
2021-2-24,,, 18,, 7,poznań,
2021-2-25,,, 17,, 8,poznań,
2021-2-26,,, 12,, 5,poznań,
2021-2-27,,, 4,, 4,poznań,
2021-2-28,,, 3,, 4,poznań,
2021-3-1,,, 9,, 5,poznań,
2020-10-1,,, 5,, 3,poznań,
2020-10-2,,, 6,, 4,poznań,
2020-10-3,,, 4,, 4,poznań,
2020-10-4,,, 5,, 3,poznań,
2020-10-5,,, 7,, 3,poznań,
2020-10-6,,, 6,, 4,poznań,
2020-10-7,,, 8,, 3,poznań,
2020-10-8,,, 7,, 3,poznań,
2020-10-9,,, 7,, 4,poznań,
2020-10-10,,, 7,, 4,poznań,
2020-10-11,,, 9,, 5,poznań,
2020-10-12,,, 14,, 4,poznań,
2020-10-13,,, 7,, 4,poznań,
2020-10-14,,, 5,, 5,poznań,
2020-10-15,,, 9,, 4,poznań,
2020-10-16,,, 4,, 4,poznań,
2020-10-17,,, 7,, 4,poznań,
2020-10-18,,, 3,, 4,poznań,
2020-10-19,,, 11,, 5,poznań,
2020-10-20,,, 10,, 5,poznań,
2020-10-21,,, 9,, 5,poznań,
2020-10-22,,, 9,, 5,poznań,
2020-10-23,,, 10,, 5,poznań,
2020-10-24,,, 8,, 5,poznań,
2020-10-25,,, 5,, 5,poznań,
2020-10-26,,, 8,, 5,poznań,
2020-10-27,,, 9,, 5,poznań,
2020-10-28,,, 9,, 4,poznań,
2020-10-29,,, 9,, 5,poznań,
2020-10-30,,, 10,, 4,poznań,
2020-10-31,,, 5,, 6,poznań,
2020-11-1,,, 4,, 6,poznań,
2020-11-2,,, 7,, 7,poznań,
2020-11-3,,, 11,, 6,poznań,
2020-11-4,,, 13,, 5,poznań,
2020-11-5,,, 10,, 5,poznań,
2020-11-6,,, 8,, 5,poznań,
2020-11-7,,, 5,, 6,poznań,
2020-11-8,,, 5,, 5,poznań,
2020-11-9,,, 5,, 6,poznań,
2020-11-10,,, 7,, 6,poznań,
2020-11-11,,, 6,, 7,poznań,
2020-11-12,,, 11,, 7,poznań,
2020-11-13,,, 11,, 7,poznań,
2020-11-14,,, 9,, 7,poznań,
2020-11-15,,, 7,, 7,poznań,
2020-11-16,,, 12,, 6,poznań,
2020-11-17,,, 9,, 6,poznań,
2020-11-18,,, 9,, 6,poznań,
2020-11-19,,, 7,, 6,poznań,
2020-11-20,,, 10,, 6,poznań,
2020-11-21,,, 7,, 6,poznań,
2020-11-22,,, 5,, 6,poznań,
2020-11-23,,, 7,, 7,poznań,
2020-11-24,,, 13,, 9,poznań,
2020-11-25,,, 15,, 8,poznań,
2020-11-26,,, 12,, 7,poznań,
2020-11-27,,, 10,, 7,poznań,
2020-11-28,,, 6,, 7,poznań,
2020-11-29,,, 5,, 8,poznań,
2020-11-30,,, 10,, 8,poznań,
2020-12-1,,, 10,, 9,poznań,
2020-12-2,,, 8,, 9,poznań,
2020-12-3,,, 9,, 5,poznań,
2020-12-4,,, 11,, 3,poznań,
2020-12-5,,, 6,, 3,poznań,
2020-12-6,,, 4,, 2,poznań,
2020-12-7,,, 5,, 3,poznań,
2020-12-8,,, 7,, 3,poznań,
2020-12-9,,, 7,, 3,poznań,
2020-12-10,,, 6,, 5,poznań,
2020-12-11,,, 9,, 4,poznań,
2020-12-12,,, 6,, 6,poznań,
2020-12-13,,, 9,, 6,poznań,
2020-12-14,,, 10,, 5,poznań,
2020-12-15,,, 12,, 4,poznań,
2020-12-16,,, 12,, 5,poznań,
2020-12-17,,, 10,, 5,poznań,
2020-12-18,,, 12,, 5,poznań,
2020-12-19,,, 8,, 7,poznań,
2020-12-20,,, 9,, 7,poznań,
2020-12-21,,, 11,, 5,poznań,
2020-12-22,,, 8,, 6,poznań,
2020-12-23,,, 14,, 4,poznań,
2020-12-24,,, 3,, 4,poznań,
2020-12-25,,, 2,, 4,poznań,
2020-12-26,,, 3,, 4,poznań,
2020-12-27,,, 3,, 5,poznań,
2020-12-28,,, 6,, 5,poznań,
2020-12-29,,, 9,, 7,poznań,
2020-12-30,,, 16,, 7,poznań,
2020-12-31,,, 12,,,poznań,
2021-1-1,,, 7,,,poznań,
2021-1-2,,, 6,,,poznań,
2021-1-3,,, 4,,,poznań,
2020-7-1,,, 6,, 3,poznań,
2020-7-2,,, 8,, 3,poznań,
2020-7-3,,, 9,, 3,poznań,
2020-7-4,,, 6,, 3,poznań,
2020-7-5,,, 3,, 3,poznań,
2020-7-6,,, 4,, 2,poznań,
2020-7-7,,, 6,, 2,poznań,
2020-7-8,,, 6,, 3,poznań,
2020-7-9,,, 8,, 3,poznań,
2020-7-10,,, 4,, 2,poznań,
2020-7-11,,, 3,, 2,poznań,
2020-7-12,,, 3,, 2,poznań,
2020-7-16,,, 6,, 3,poznań,
2020-7-17,,, 8,, 3,poznań,
2020-7-18,,, 6,, 3,poznań,
2020-7-19,,, 4,, 3,poznań,
2020-7-20,,, 8,, 3,poznań,
2020-7-21,,, 9,, 2,poznań,
2020-7-22,,, 7,, 2,poznań,
2020-7-23,,, 12,, 3,poznań,
2020-7-24,,, 13,, 2,poznań,
2020-7-25,,, 4,, 2,poznań,
2020-7-26,,, 4,, 3,poznań,
2020-7-27,,, 6,, 3,poznań,
2020-7-28,,, 6,, 3,poznań,
2020-7-29,,, 5,, 2,poznań,
2020-7-30,,, 7,, 2,poznań,
2020-7-31,,, 5,, 2,poznań,
2020-8-1,,, 3,, 2,poznań,
2020-8-2,,, 5,, 2,poznań,
2020-8-3,,, 5,, 3,poznań,
2020-8-4,,, 6,, 2,poznań,
2020-8-5,,, 8,, 3,poznań,
2020-8-6,,, 6,, 3,poznań,
2020-8-7,,, 5,, 3,poznań,
2020-8-8,,, 5,, 3,poznań,
2020-8-9,,, 5,, 3,poznań,
2020-8-10,,, 4,, 3,poznań,
2020-8-11,,, 3,, 3,poznań,
2020-8-12,,, 5,, 2,poznań,
2020-8-13,,, 7,, 3,poznań,
2020-8-14,,, 10,, 3,poznań,
2020-8-15,,, 5,, 3,poznań,
2020-8-16,,, 4,, 2,poznań,
2020-8-17,,, 6,, 3,poznań,
2020-8-18,,, 8,, 3,poznań,
2020-8-19,,, 6,, 3,poznań,
2020-8-20,,, 11,, 3,poznań,
2020-8-21,,, 10,, 3,poznań,
2020-8-22,,, 6,, 3,poznań,
2020-8-23,,, 3,, 2,poznań,
2020-8-24,,, 7,, 2,poznań,
2020-8-25,,, 8,, 2,poznań,
2020-8-26,,, 5,, 2,poznań,
2020-8-27,,, 4,, 2,poznań,
2020-8-28,,, 8,, 2,poznań,
2020-8-29,,, 5,, 3,poznań,
2020-8-30,,, 4,, 3,poznań,
2020-8-31,,, 6,, 3,poznań,
2020-9-1,,, 7,, 3,poznań,
2020-9-2,,, 8,, 2,poznań,
2020-9-3,,, 9,, 3,poznań,
2020-9-4,,, 11,, 4,poznań,
2020-9-5,,, 7,, 3,poznań,
2020-9-6,,, 5,, 2,poznań,
2020-9-7,,, 12,, 3,poznań,
2020-9-8,,, 8,, 3,poznań,
2020-9-9,,, 15,, 3,poznań,
2020-9-10,,, 8,, 3,poznań,
2020-9-11,,, 14,, 3,poznań,
2020-9-12,,, 11,, 3,poznań,
2020-9-13,,, 7,, 3,poznań,
2020-9-14,,, 19,, 4,poznań,
2020-9-15,,, 12,, 4,poznań,
2020-9-16,,, 12,, 4,poznań,
2020-9-17,,, 4,, 2,poznań,
2020-9-18,,, 12,, 4,poznań,
2020-9-19,,, 12,, 5,poznań,
2020-9-20,,, 7,, 3,poznań,
2020-9-21,,, 14,, 4,poznań,
2020-9-22,,, 13,, 4,poznań,
2020-9-23,,, 17,, 4,poznań,
2020-9-24,,, 17,, 4,poznań,
2020-9-25,,, 9,, 3,poznań,
2020-9-26,,, 4,, 3,poznań,
2020-9-27,,, 5,, 3,poznań,
2020-9-28,,, 7,, 1,poznań,
2020-9-29,,, 8,, 3,poznań,
2020-9-30,,, 9,, 3,poznań,
2020-4-1,,, 8,, 3,poznań,
2020-4-2,,, 8,, 3,poznań,
2020-4-3,,, 4,, 4,poznań,
2020-4-4,,, 9,, 5,poznań,
2020-4-5,,, 8,, 3,poznań,
2020-4-6,,, 6,, 4,poznań,
2020-4-7,,, 9,, 4,poznań,
2020-4-8,,, 12,, 4,poznań,
2020-4-9,,, 12,, 4,poznań,
2020-4-10,,, 9,, 3,poznań,
2020-4-11,,, 4,, 4,poznań,
2020-4-12,,, 5,, 3,poznań,
2020-4-13,,, 2,, 3,poznań,
2020-4-14,,, 4,, 4,poznań,
2020-4-15,,, 6,, 4,poznań,
2020-4-16,,, 6,, 4,poznań,
2020-4-17,,, 6,, 4,poznań,
2020-4-18,,, 3,, 4,poznań,
2020-4-19,,, 2,, 4,poznań,
2020-4-20,,, 5,, 4,poznań,
2020-4-21,,, 3,, 5,poznań,
2020-4-22,,, 6,, 5,poznań,
2020-4-23,,, 10,, 5,poznań,
2020-4-24,,, 14,, 4,poznań,
2020-4-25,,, 3,, 5,poznań,
2020-4-26,,, 7,, 6,poznań,
2020-4-27,,, 15,, 5,poznań,
2020-4-28,,, 10,, 5,poznań,
2020-4-29,,, 4,, 5,poznań,
2020-4-30,,, 6,, 5,poznań,
2020-5-1,,, 4,, 5,poznań,
2020-5-2,,, 3,, 5,poznań,
2020-5-3,,, 5,, 6,poznań,
2020-5-4,,, 11,, 2,poznań,
2020-5-5,,, 5,, 1,poznań,
2020-5-6,,, 5,, 1,poznań,
2020-5-7,,, 8,, 2,poznań,
2020-5-8,,, 10,, 2,poznań,
2020-5-9,,, 9,, 2,poznań,
2020-5-10,,, 5,, 2,poznań,
2020-5-11,,, 4,, 2,poznań,
2020-5-12,,, 6,, 2,poznań,
2020-5-13,,, 9,, 2,poznań,
2020-5-14,,, 8,, 2,poznań,
2020-5-15,,, 9,, 2,poznań,
2020-5-16,,, 5,, 2,poznań,
2020-5-17,,, 5,, 2,poznań,
2020-5-18,,, 9,, 3,poznań,
2020-5-19,,, 11,, 2,poznań,
2020-5-20,,, 8,, 2,poznań,
2020-5-21,,, 5,, 2,poznań,
2020-5-22,,, 7,, 3,poznań,
2020-5-23,,, 9,, 2,poznań,
2020-5-24,,, 2,, 3,poznań,
2020-5-25,,, 6,, 3,poznań,
2020-5-26,,, 6,, 3,poznań,
2020-5-27,,, 10,, 3,poznań,
2020-5-28,,, 7,, 2,poznań,
2020-5-29,,, 4,, 2,poznań,
2020-5-30,,, 3,, 2,poznań,
2020-5-31,,, 2,, 2,poznań,
2020-6-1,,, 5,, 3,poznań,
2020-6-2,,, 8,, 2,poznań,
2020-6-3,,, 6,, 3,poznań,
2020-6-4,,, 7,, 3,poznań,
2020-6-5,,, 9,, 3,poznań,
