date,pm10,o3,no2,so2,co,city,pm25
2017-4-19, 20, 33, 8, 4,,katowice, 35
2017-4-20, 39, 39, 14, 9,,katowice, 59
2017-4-21, 18, 38, 6, 8,,katowice, 100
2017-4-22, 12, 37, 4, 8,,katowice, 52
2017-4-23, 16, 37, 7, 8,,katowice, 42
2017-4-24, 27, 37, 14, 11,,katowice, 49
2017-4-25, 16, 25, 10, 3,,katowice, 67
2017-4-26, 16, 21, 13, 3,,katowice, 55
2017-4-27, 17, 15, 13, 3,,katowice, 56
2017-4-28, 20, 39, 8, 4,,katowice, 62
2017-4-29, 26, 43, 6, 6,,katowice, 58
2017-4-30, 16, 42, 4, 3,,katowice, 78
2017-5-1, 25, 25, 9, 4,,katowice, 46
2017-5-2, 35, 25, 6, 4,,katowice, 71
2017-5-3, 34, 14, 12, 4,,katowice, 85
2017-5-4, 33, 33, 15, 5,,katowice, 87
2017-5-5, 26, 23, 9, 4,,katowice, 82
2017-5-6, 20, 40, 6, 3,,katowice, 76
2017-5-7, 12, 30, 6, 3,,katowice, 65
2017-5-8, 13, 31, 7, 5,,katowice, 39
2017-5-9, 28, 35, 13, 4,,katowice, 36
2017-5-10, 25, 46, 17, 6,,katowice, 71
2017-5-11, 33, 33, 21, 7,,katowice, 47
2017-5-12, 30, 25, 9, 4,,katowice, 72
2017-5-13, 27, 46, 12, 3,,katowice, 76
2017-5-14, 27, 32, 20, 4,,katowice, 71
2017-5-15, 24, 41, 14, 1,,katowice, 63
2017-5-16, 24, 48, 17, 2,,katowice, 56
2017-5-17, 28, 59, 16, 1,,katowice, 55
2017-5-18, 27, 65, 14, 2,,katowice, 52
2017-5-19, 30, 28, 11, 1,,katowice, 48
2017-5-20, 15, 40, 3, 1,,katowice, 54
2017-5-21, 21, 51, 7, 3,,katowice, 24
2017-5-22, 34, 48, 17, 2,,katowice, 35
2017-5-23, 19, 28, 10, 1,,katowice, 65
2017-5-24, 15, 36, 8, 1,,katowice, 46
2017-5-25, 17, 38, 12, 2,,katowice, 36
2017-5-26, 12, 39, 9, 1,,katowice, 40
2017-5-27, 15, 44, 10, 1,,katowice, 34
2017-5-28, 19, 52, 8, 3,,katowice, 43
2017-5-29, 22, 58, 8, 2,,katowice, 33
2017-5-30, 16, 40, 8, 1,,katowice, 39
2017-5-31, 18, 43, 11, 1,,katowice, 29
2017-6-1, 22, 48, 18, 2,,katowice, 30
2017-6-2, 29, 79, 14, 4,,katowice, 35
2017-6-3, 18, 53, 5, 2,,katowice, 54
2017-6-4, 15, 46, 6, 2,,katowice, 38
2017-6-5, 20, 47, 7, 2,,katowice, 32
2017-6-6, 7, 35, 5, 1,,katowice, 44
2017-6-7, 14, 39, 13, 1,,katowice, 10
2017-6-8, 21, 50, 14, 1,,katowice, 18
2017-6-9, 14, 35, 11, 2,,katowice, 37
2017-6-10, 11, 41, 11, 1,,katowice, 34
2017-6-11, 19, 47, 12, 2,,katowice, 39
2017-6-12, 20, 36, 6, 2,,katowice, 39
2017-6-13, 15, 30, 8, 1,,katowice, 29
2017-6-14, 17, 40, 10, 2,,katowice, 24
2017-6-15,,,,,,katowice, 41
2017-6-19, 22, 53, 13, 2,,katowice, 34
2017-6-20, 16, 43, 5, 3,,katowice, 45
2017-6-21, 19, 52, 7, 2,,katowice, 22
2017-6-22, 18, 40, 8, 2,,katowice, 28
2017-6-23, 19, 53, 10, 1,,katowice, 28
2017-6-24, 19, 53, 7, 2,,katowice, 45
2017-6-25, 14, 33, 7, 5,,katowice, 41
2017-6-26, 17, 47, 8, 4,,katowice, 21
2017-6-27, 26, 55, 9, 3,,katowice, 28
2017-6-28, 17, 53, 4, 2,,katowice, 49
2017-6-29, 14, 36, 7, 1,,katowice, 12
2017-6-30, 9, 35, 8, 1,,katowice, 7
2017-1-2, 22, 13, 12, 10,,katowice, 132
2017-1-3, 9, 21, 7, 8,,katowice, 76
2017-1-4, 16, 25, 8, 9,,katowice, 44
2017-1-5, 31, 26, 8, 15,,katowice, 53
2017-1-6, 103, 12, 14, 29,,katowice, 97
2017-1-7, 135, 11, 26, 38,,katowice, 216
2017-1-8, 251, 6, 51, 48,,katowice, 271
2017-1-9, 203, 9, 40, 46,,katowice, 393
2017-1-10, 112, 16, 30, 35,,katowice, 305
2017-1-11, 33, 20, 14, 16,,katowice, 234
2017-1-12, 19, 23, 10, 12,,katowice, 97
2017-1-13, 23, 22, 11, 11,,katowice, 59
2017-1-14, 23, 20, 10, 12,,katowice, 79
2017-1-15, 51, 16, 20, 18,,katowice, 80
2017-1-16, 53, 14, 16, 12,,katowice, 129
2017-1-17, 53, 17, 15, 11,,katowice, 151
2017-1-18, 67, 15, 26, 23,,katowice, 144
2017-1-19, 99, 8, 31, 34,,katowice, 159
2017-1-20, 89, 9, 30, 23,,katowice, 207
2017-1-21, 88, 23, 24, 20,,katowice, 197
2017-1-22, 84, 19, 29, 26,,katowice, 198
2017-1-23, 67, 15, 23, 18,,katowice, 188
2017-1-24, 70, 3, 17, 14,,katowice, 165
2017-1-25, 62, 15, 22, 14,,katowice, 168
2017-1-26, 109, 13, 37, 26,,katowice, 152
2017-1-27, 99, 19, 28, 22,,katowice, 225
2017-1-28, 92, 19, 24, 25,,katowice, 213
2017-1-29, 101, 15, 35, 29,,katowice, 198
2017-1-30, 103, 15, 34, 33,,katowice, 210
2017-1-31, 140, 4, 40, 40,,katowice, 217
2017-2-1, 94, 10, 31, 28,,katowice, 266
2017-2-2, 81, 7, 27, 19,,katowice, 197
2017-2-3, 50, 9, 16, 11,,katowice, 174
2017-2-4, 56, 10, 17, 12,,katowice, 130
2017-2-5, 64, 13, 12, 8,,katowice, 145
2017-2-6, 51, 16, 10, 4,,katowice, 156
2017-2-7, 48, 21, 12, 6,,katowice, 132
2017-2-8, 51, 21, 12, 6,,katowice, 121
2017-2-9, 58, 52, 17, 13,,katowice, 132
2017-2-10, 61, 26, 15, 17,,katowice, 145
2017-2-11, 57, 28, 12, 10,,katowice, 144
2017-2-12, 60, 18, 22, 13,,katowice, 152
2017-2-13, 141, 8, 37, 36,,katowice, 145
2017-2-14, 173, 11, 53, 20,,katowice, 234
2017-2-15, 92, 26, 31, 13,,katowice, 279
2017-2-16, 62, 9, 24, 7,,katowice, 190
2017-2-17, 51, 16, 16, 6,,katowice, 150
2017-2-18, 42, 20, 10, 6,,katowice, 134
2017-2-19, 28, 20, 11, 3,,katowice, 121
2017-2-20, 18, 22, 10, 5,,katowice, 84
2017-2-21, 12, 20, 9, 4,,katowice, 64
2017-2-22, 10, 31, 11, 6,,katowice, 41
2017-2-23, 18, 30, 7, 4,,katowice, 38
2017-2-24, 26, 28, 10, 4,,katowice, 35
2017-2-25, 16, 32, 6, 4,,katowice, 71
2017-2-26, 22, 36, 7, 5,,katowice, 46
2017-2-27, 34, 32, 10, 5,,katowice, 57
2017-2-28, 20, 28, 11, 4,,katowice, 71
2017-3-1, 15, 30, 7, 3,,katowice, 52
2017-3-2, 29, 30, 14, 3,,katowice, 37
2017-3-3, 22, 38, 6, 5,,katowice, 64
2017-3-4, 18, 37, 7, 3,,katowice, 57
2017-3-5, 27, 27, 14, 5,,katowice, 50
2017-3-6, 38, 19, 15, 6,,katowice, 75
2017-3-7, 36, 22, 14, 5,,katowice, 100
2017-3-8, 47, 12, 17, 4,,katowice, 89
2017-3-9, 52, 19, 13, 8,,katowice, 119
2017-3-10, 23, 31, 6, 2,,katowice, 122
2017-3-11, 32, 26, 6, 3,,katowice, 67
2017-3-12, 42, 26, 15, 4,,katowice, 91
2017-3-13, 78, 30, 22, 5,,katowice, 97
2017-3-14, 59, 22, 19, 6,,katowice, 139
2017-3-15, 46, 24, 14, 3,,katowice, 128
2017-3-16, 54, 27, 16, 6,,katowice, 88
2017-3-17, 11, 32, 7, 4,,katowice, 105
2017-3-18, 9, 35, 4, 3,,katowice, 45
2017-3-19, 21, 20, 13, 4,,katowice, 32
2017-3-20, 35, 24, 16, 4,,katowice, 59
2017-3-21, 29, 29, 15, 3,,katowice, 69
2017-3-22, 28, 26, 14, 5,,katowice, 84
2017-3-23, 57, 23, 17, 4,,katowice, 74
2017-3-24, 67, 35, 15, 5,,katowice, 108
2017-3-25, 25, 33, 9, 3,,katowice, 125
2017-3-26, 66, 32, 23, 6,,katowice, 60
2017-3-27, 68, 36, 25, 8,,katowice, 126
2017-3-28, 64, 37, 18, 4,,katowice, 108
2017-3-29, 33, 27, 13, 2,,katowice, 92
2017-3-30, 46, 34, 15, 3,,katowice, 76
2017-3-31, 27, 46, 11, 3,,katowice, 90
2016-12-31, 49, 21, 11, 9,,katowice, 191
2017-1-1, 47, 18, 13, 11,,katowice, 129
2015-10-1, 198, 17, 25, 7,,katowice, 90
2015-10-2,, 29, 15, 7,,katowice, 125
2015-10-3,, 32, 10, 8,,katowice, 110
2015-10-4, 100, 30, 21, 7,,katowice, 56
2015-10-5, 57, 27, 24, 9,,katowice, 86
2015-10-6, 38, 19, 7, 6,,katowice, 134
2015-10-7, 37, 15, 13, 12,,katowice, 80
2015-10-8, 44, 21, 13, 9,,katowice, 77
2015-10-9, 35, 25, 8, 7,,katowice, 87
2015-10-10, 42, 24, 7, 11,,katowice, 71
2015-10-11, 37, 19, 13, 7,,katowice, 83
2015-10-12, 55, 2, 18, 13,,katowice, 105
2015-10-13, 42, 8, 14, 9,,katowice, 147
2015-10-14, 35, 6, 12, 7,,katowice, 114
2015-10-15, 43, 4, 18, 10,,katowice, 102
2015-10-16, 34, 5, 15, 7,,katowice, 120
2015-10-17, 34, 12, 13, 8,,katowice, 101
2015-10-18, 54, 13, 15, 10,,katowice, 99
2015-10-19, 47, 7, 16, 9,,katowice, 135
2015-10-20, 26, 7, 12, 8,,katowice, 129
2015-10-21, 33, 9, 15, 9,,katowice, 81
2015-10-22, 29, 25, 15, 7,,katowice, 91
2015-10-23, 40, 18, 16, 8,,katowice, 75
2015-10-24, 39, 14, 11, 7,,katowice, 95
2015-10-25, 50, 8, 20, 10,,katowice, 108
2015-10-26, 47, 11, 21, 9,,katowice, 116
2015-10-27, 54, 7, 25, 12,,katowice, 117
2015-10-28, 76, 2, 30, 11,,katowice, 130
2015-10-29, 86, 5, 26, 12,,katowice, 160
2015-10-30, 72, 4, 18, 6,,katowice, 174
2015-10-31, 46, 22, 12, 7,,katowice, 168
2015-11-1, 47, 20, 23, 7,,katowice, 124
2015-11-2, 101, 8, 37, 16,,katowice, 106
2015-11-3, 113, 18, 33, 13,,katowice, 194
2015-11-4, 154, 3, 40, 13,,katowice, 206
2015-11-5, 113, 2, 31, 23,,katowice, 268
2015-11-6, 69, 2, 17, 11,,katowice, 216
2015-11-7, 24, 19, 10, 5,,katowice, 164
2015-11-8, 77, 2, 17, 7,,katowice, 65
2015-11-9, 17, 13, 10, 6,,katowice, 148
2015-11-10, 15, 11, 7, 4,,katowice, 54
2015-11-11, 26, 11, 13, 6,,katowice, 57
2015-11-12, 40, 9, 16, 6,,katowice, 78
2015-11-13, 14, 22, 7, 4,,katowice, 109
2015-11-14, 9, 19, 5, 6,,katowice, 50
2015-11-15, 33, 9, 16, 8,,katowice, 41
2015-11-16, 23, 8, 14, 7,,katowice, 95
2015-11-17, 10, 19, 7, 6,,katowice, 71
2015-11-18, 13, 19, 11, 7,,katowice, 33
2015-11-19, 15, 18, 13, 8,,katowice, 51
2015-11-20, 29, 15, 12, 11,,katowice, 53
2015-11-21, 50, 8, 14, 13,,katowice, 82
2015-11-22, 29, 12, 13, 8,,katowice, 138
2015-11-23, 41, 9, 19, 12,,katowice, 236
2015-11-24, 43, 12, 18, 12,,katowice, 111
2015-11-25, 77, 2, 22, 20,,katowice, 122
2015-11-26, 58, 9, 19, 13,,katowice, 204
2015-11-27, 51, 2, 19, 12,,katowice, 154
2015-11-28, 16, 18, 11, 4,,katowice, 144
2015-11-29, 13, 22, 11, 5,,katowice, 69
2015-11-30, 15, 35, 8, 2,,katowice, 50
2015-12-1, 27, 11, 16, 3,,katowice, 51
2015-12-2, 63, 3, 25, 4,,katowice, 94
2015-12-3, 43, 13, 15, 4,,katowice, 161
2015-12-4, 22, 16, 9, 1,,katowice, 125
2015-12-5, 16, 16, 6,,,katowice, 87
2015-12-6, 27, 9, 14, 5,,katowice, 70
2015-12-7, 69, 2, 19, 15,,katowice, 98
2015-12-8, 26, 7, 13, 8,,katowice, 172
2015-12-9, 44, 9, 18, 8,,katowice, 93
2015-12-10, 22, 15, 12, 7,,katowice, 115
2015-12-11, 33, 9, 15, 8,,katowice, 78
2015-12-12, 14, 19, 7, 7,,katowice, 108
2015-12-13, 40, 13, 22, 9,,katowice, 60
2015-12-14, 45, 7, 16, 10,,katowice, 109
2015-12-15, 59, 1, 15, 14,,katowice, 130
2015-12-16, 15, 7, 10, 4,,katowice, 155
2015-12-17, 20, 4, 11, 7,,katowice, 70
2015-12-18, 23, 9, 12, 6,,katowice, 76
2015-12-19, 18, 13, 10, 7,,katowice, 93
2015-12-20, 15, 9, 9, 5,,katowice, 76
2015-12-21, 13, 16, 9, 5,,katowice, 69
2015-12-22, 22, 16, 13, 6,,katowice, 60
2015-12-23, 64, 5, 20, 10,,katowice, 81
2015-12-24, 20, 15, 8, 6,,katowice, 163
2015-12-25, 11, 16, 6, 5,,katowice, 85
2015-12-26, 15, 14, 10, 5,,katowice, 61
2015-12-27, 41, 10, 16, 8,,katowice, 70
2015-12-28, 31, 14, 12, 7,,katowice, 108
2015-12-29, 32, 12, 13, 8,,katowice, 102
2015-12-30,,,,,,katowice, 104
2015-7-1, 27, 39, 14, 3,,katowice, 69
2015-7-2, 22, 44, 13, 2,,katowice, 57
2015-7-3, 27, 65, 12, 4,,katowice, 51
2015-7-4, 35, 72, 16, 5,,katowice, 66
2015-7-5, 36, 59, 14, 5,,katowice, 83
2015-7-6, 64, 74, 11, 5,,katowice, 74
2015-7-7, 130, 42, 10, 5,,katowice, 58
2015-7-8, 16, 27, 10, 4,,katowice, 123
2015-7-9, 16, 30, 8, 7,,katowice, 33
2015-7-10, 15, 42, 9, 3,,katowice, 37
2015-7-11, 17, 44, 10, 4,,katowice, 40
2015-7-12, 9, 33, 7, 3,,katowice, 51
2015-7-13, 12, 21, 11, 3,,katowice, 31
2015-7-14, 16, 33, 9, 3,,katowice, 37
2015-7-15, 23, 33, 13, 6,,katowice, 38
2015-7-16, 27, 52, 19, 7,,katowice, 52
2015-7-17, 29, 65, 15, 5,,katowice, 59
2015-7-18, 22, 53, 6, 6,,katowice, 67
2015-7-19, 15, 40, 9, 3,,katowice, 58
2015-7-20, 25, 32, 18, 6,,katowice, 34
2015-7-21, 20, 63, 11, 7,,katowice, 45
2015-7-22, 27, 43, 9, 6,,katowice, 47
2015-7-23, 25, 59, 9, 10,,katowice, 55
2015-7-24, 20, 47, 6, 3,,katowice, 59
2015-7-25, 7, 36, 5, 1,,katowice, 58
2015-7-26, 12, 28, 11, 4,,katowice, 24
2015-7-27, 18, 31, 10, 3,,katowice, 35
2015-7-28, 14, 36, 12, 3,,katowice, 26
2015-7-29, 13, 36, 9, 1,,katowice, 40
2015-7-30, 21, 36, 13, 1,,katowice, 24
2015-7-31, 20, 50, 9, 2,,katowice, 45
2015-8-1, 24, 43, 13, 2,,katowice, 51
2015-8-2, 31, 58, 17, 5,,katowice, 60
2015-8-3, 28, 51, 16, 7,,katowice, 68
2015-8-4, 36, 64, 14, 2,,katowice, 63
2015-8-5, 43, 70, 24, 5,,katowice, 67
2015-8-6, 41, 70, 20, 7,,katowice, 80
2015-8-7, 27, 62, 12, 2,,katowice, 86
2015-8-8, 34, 69, 11, 3,,katowice, 70
2015-8-9, 45, 65, 17, 6,,katowice, 78
2015-8-10, 43, 69, 16, 10,,katowice, 93
2015-8-11, 54, 42, 29, 9,,katowice, 84
2015-8-12, 30, 59, 10, 6,,katowice, 110
2015-8-13, 38, 61, 12, 12,,katowice, 64
2015-8-14, 32, 62, 9, 6,,katowice, 71
2015-8-15, 23, 35, 10, 6,,katowice, 77
2015-8-16, 35, 22, 19, 6,,katowice, 69
2015-8-17, 29, 41, 7, 5,,katowice, 83
2015-8-18, 32, 33, 7, 4,,katowice, 60
2015-8-19, 28, 33, 9, 2,,katowice, 61
2015-8-20, 29, 34, 11, 5,,katowice, 49
2015-8-21, 30, 28, 11, 3,,katowice, 62
2015-8-22, 18, 40, 9, 3,,katowice, 75
2015-8-23, 20, 37, 14, 2,,katowice, 58
2015-8-24, 14, 28, 13, 2,,katowice, 50
2015-8-25, 18, 38, 14, 2,,katowice, 40
2015-8-26, 25, 42, 17, 4,,katowice, 50
2015-8-27, 31, 44, 13, 4,,katowice, 52
2015-8-28, 17, 29, 8, 2,,katowice, 65
2015-8-29, 27, 52, 12, 3,,katowice, 54
2015-8-30, 37, 56, 16, 6,,katowice, 76
2015-8-31, 29, 69, 11, 7,,katowice, 84
2015-9-1, 17, 35, 11, 9,,katowice, 65
2015-9-2, 18, 31, 13, 5,,katowice, 30
2015-9-3, 17, 26, 15, 3,,katowice, 48
2015-9-4, 26, 11, 18, 5,,katowice, 51
2015-9-5, 7, 22, 5, 2,,katowice, 71
2015-9-6, 10, 22, 7, 1,,katowice, 23
2015-9-7, 89, 20, 10, 7,,katowice, 31
2015-9-8, 13, 19, 11, 5,,katowice, 73
2015-9-9, 25, 26, 12, 4,,katowice, 50
2015-9-10, 24, 24, 12, 4,,katowice, 66
2015-9-11, 27, 32, 17, 4,,katowice, 66
2015-9-12, 19, 35, 14, 2,,katowice, 75
2015-9-13, 23, 37, 12, 4,,katowice, 63
2015-9-14, 21, 24, 18, 6,,katowice, 56
2015-9-15, 25, 33, 16, 4,,katowice, 56
2015-9-16, 35, 34, 16, 5,,katowice, 60
2015-9-17, 18, 28, 13, 4,,katowice, 61
2015-9-18, 20, 22, 12, 5,,katowice, 37
2015-9-19, 20, 23, 9, 5,,katowice, 62
2015-9-20, 17, 25, 16, 2,,katowice, 60
2015-9-21, 107, 32, 18, 3,,katowice, 48
2015-9-22, 34, 25, 23, 4,,katowice, 109
2015-9-23, 27, 18, 14, 7,,katowice, 72
2015-9-24, 27, 20, 17, 5,,katowice, 62
2015-9-25, 23, 19, 12, 3,,katowice, 62
2015-9-26, 17, 23, 9, 3,,katowice, 68
2015-9-27, 16, 20, 11, 6,,katowice, 51
2015-9-28, 16, 19, 9, 4,,katowice, 50
2015-9-29, 26, 17, 13, 4,,katowice, 53
2015-9-30, 34, 16, 18, 6,,katowice, 68
2015-4-1, 15, 21, 9, 4,,katowice, 39
2015-4-2, 21, 21, 9, 4,,katowice, 56
2015-4-3, 24, 26, 7, 5,,katowice, 68
2015-4-4, 29, 21, 6, 6,,katowice, 76
2015-4-5, 30, 22, 7, 6,,katowice, 85
2015-4-6, 27, 26, 9, 7,,katowice, 94
2015-4-7, 26, 50, 10, 7,,katowice, 87
2015-4-8, 26, 28, 14, 5,,katowice, 80
2015-4-9, 44, 41, 17, 7,,katowice, 74
2015-4-10, 46, 48, 15, 7,,katowice, 102
2015-4-11, 27, 34, 11, 4,,katowice, 104
2015-4-12, 33, 31, 10, 6,,katowice, 70
2015-4-13, 39, 30, 10, 5,,katowice, 58
2015-4-14, 40, 38, 11, 7,,katowice, 61
2015-4-15, 43, 32, 15, 8,,katowice, 69
2015-4-16, 32, 34, 10, 8,,katowice, 64
2015-4-17, 20, 29, 5, 8,,katowice, 64
2015-4-18, 25, 35, 6, 7,,katowice, 55
2015-4-19, 129, 37, 8, 7,,katowice, 71
2015-4-20, 44, 38, 8, 8,,katowice, 126
2015-4-21, 44, 37, 15, 7,,katowice, 53
2015-4-22, 71, 41, 21, 8,,katowice, 73
2015-4-23, 66, 43, 23, 10,,katowice, 112
2015-4-24, 30, 55, 10, 6,,katowice, 100
2015-4-25, 22, 42, 11, 7,,katowice, 61
2015-4-26, 30, 44, 13, 6,,katowice, 61
2015-4-27, 29, 28, 16, 7,,katowice, 69
2015-4-28, 22, 29, 8, 5,,katowice, 61
2015-4-29, 33, 37, 13, 7,,katowice, 70
2015-4-30, 26, 30, 9, 7,,katowice, 78
2015-5-1, 23, 37, 9, 6,,katowice, 81
2015-5-2, 25, 43, 11, 6,,katowice, 74
2015-5-3, 23, 20, 14, 8,,katowice, 76
2015-5-4, 26, 34, 10, 6,,katowice, 67
2015-5-5, 174, 21, 14, 6,,katowice, 62
2015-5-6, 21, 38, 9, 5,,katowice, 240
2015-5-7, 22, 38, 13, 7,,katowice, 55
2015-5-8, 30, 40, 15, 9,,katowice, 58
2015-5-9, 19, 37, 5, 5,,katowice, 75
2015-5-10, 18, 38, 9, 4,,katowice, 49
2015-5-11, 30, 46, 11, 7,,katowice, 47
2015-5-12, 24, 38, 11, 6,,katowice, 62
2015-5-13, 32, 27, 20, 8,,katowice, 48
2015-5-14, 27, 32, 14, 6,,katowice, 72
2015-5-15, 29, 42, 11, 5,,katowice, 68
2015-5-16, 18, 37, 4, 5,,katowice, 76
2015-5-17, 25, 42, 12, 7,,katowice, 49
2015-5-18, 31, 41, 17, 8,,katowice, 58
2015-5-19, 27, 25, 14, 8,,katowice, 69
2015-5-20, 17, 27, 12, 6,,katowice, 74
2015-5-21, 19, 29, 10, 7,,katowice, 61
2015-5-22, 16, 25, 6, 6,,katowice, 61
2015-5-23, 17, 29, 5, 7,,katowice, 54
2015-5-24, 25, 23, 15, 7,,katowice, 65
2015-5-25, 26, 22, 14, 8,,katowice, 69
2015-5-26, 17, 23, 7, 7,,katowice, 83
2015-5-27, 23, 27, 11, 3,,katowice, 41
2015-5-28, 28, 43, 12, 4,,katowice, 60
2015-5-29, 22, 37, 8, 3,,katowice, 72
2015-5-30, 14, 42, 6, 2,,katowice, 57
2015-5-31, 25, 39, 14, 2,,katowice, 46
2015-6-1, 30, 40, 12, 3,,katowice, 56
2015-6-2, 27, 46, 13, 3,,katowice, 71
2015-6-3, 18, 40, 3, 3,,katowice, 58
2015-6-4, 22, 45, 9, 3,,katowice, 48
2015-6-5, 24, 59, 8, 4,,katowice, 52
2015-6-6, 32, 62, 8, 4,,katowice, 69
2015-6-7, 23, 35, 8, 4,,katowice, 78
2015-6-8, 19, 28, 6, 3,,katowice, 54
2015-6-9, 19, 29, 6, 2,,katowice, 49
2015-6-10, 32, 46, 10, 6,,katowice, 51
2015-6-11, 30, 49, 9, 4,,katowice, 68
2015-6-12, 33, 64, 10, 7,,katowice, 70
2015-6-13, 20, 44, 7, 3,,katowice, 77
2015-6-14, 21, 21, 11, 4,,katowice, 51
2015-6-15, 16, 36, 5, 3,,katowice, 56
2015-6-16, 21, 28, 10, 5,,katowice, 42
2015-6-17, 26, 38, 14, 5,,katowice, 53
2015-6-18, 15, 24, 9, 3,,katowice, 59
2015-6-19, 13, 26, 8, 3,,katowice, 53
2015-6-20, 10, 24, 6, 2,,katowice, 48
2015-6-21, 10, 26, 8, 3,,katowice, 41
2015-6-22, 9, 25, 9, 4,,katowice, 36
2015-6-23, 13, 31, 8, 2,,katowice, 28
2015-6-24, 17, 34, 9, 3,,katowice, 38
2015-6-25, 30, 37, 15, 13,,katowice, 50
2015-6-26, 26, 45, 13, 4,,katowice, 69
2015-6-27, 16, 28, 4, 3,,katowice, 71
2015-6-28, 21, 26, 8, 2,,katowice, 57
2015-6-29, 24, 40, 15, 4,,katowice, 52
2015-6-30, 28, 41, 13, 4,,katowice, 60
2015-1-1, 73, 13, 8, 3,,katowice, 135
2015-1-2, 18, 21, 5, 2,,katowice, 128
2015-1-3, 14, 20, 4, 4,,katowice, 63
2015-1-4, 14, 24, 4, 3,,katowice, 61
2015-1-5, 24, 20, 6, 8,,katowice, 54
2015-1-6, 61, 9, 19, 14,,katowice, 79
2015-1-7, 30, 11, 11, 8,,katowice, 152
2015-1-8, 14, 21, 8, 5,,katowice, 97
2015-1-9, 14, 19, 8, 5,,katowice, 55
2015-1-10, 15, 27, 2, 5,,katowice, 56
2015-1-11, 13, 22, 8, 3,,katowice, 30
2015-1-12, 8, 21, 5, 2,,katowice, 58
2015-1-13, 23, 14, 13, 8,,katowice, 39
2015-1-14, 13, 18, 6, 4,,katowice, 75
2015-1-15, 13, 19, 10, 5,,katowice, 59
2015-1-16, 56, 6, 15, 8,,katowice, 57
2015-1-17, 22, 9, 10, 9,,katowice, 147
2015-1-18, 22, 11, 10, 6,,katowice, 85
2015-1-19, 34, 2, 10, 7,,katowice, 81
2015-1-20, 51, 1, 13, 13,,katowice, 99
2015-1-21, 43, 4, 15, 12,,katowice, 149
2015-1-22, 42, 1, 7, 15,,katowice, 122
2015-1-23, 32, 13, 5, 9,,katowice, 129
2015-1-24, 40, 11, 6, 9,,katowice, 99
2015-1-25, 30, 12, 13, 8,,katowice, 127
2015-1-26, 54, 12, 13, 13,,katowice, 91
2015-1-27, 51, 3, 21, 16,,katowice, 147
2015-1-28, 16, 20, 6, 8,,katowice, 143
2015-1-29, 39, 10, 23, 17,,katowice, 60
2015-1-30, 27, 18, 12, 14,,katowice, 110
2015-1-31, 24, 16, 9, 14,,katowice, 88
2015-2-1, 89, 6, 28, 21,,katowice, 79
2015-2-2, 51, 10, 17, 15,,katowice, 190
2015-2-3, 67, 6, 27, 19,,katowice, 134
2015-2-4, 64, 8, 18, 19,,katowice, 167
2015-2-5, 44, 19, 6, 4,,katowice, 162
2015-2-6,,,,,,katowice, 126
2015-2-9, 18, 16, 8, 8,,katowice, 78
2015-2-10, 40, 6, 15, 8,,katowice, 59
2015-2-11, 47, 5, 19, 11,,katowice, 128
2015-2-12, 64, 14, 23, 13,,katowice, 144
2015-2-13,,,,,,katowice, 162
2015-2-27, 76, 5, 17, 17,,katowice, 140
2015-2-28, 43, 24, 9, 9,,katowice, 173
2015-3-1, 18, 19, 11, 9,,katowice, 121
2015-3-2, 66, 18, 14, 7,,katowice, 63
2015-3-3, 29, 19, 16, 8,,katowice, 113
2015-3-4, 50, 14, 19, 9,,katowice, 82
2015-3-5, 49, 16, 15, 10,,katowice, 133
2015-3-6, 72, 19, 19, 15,,katowice, 126
2015-3-7, 46, 28, 10, 11,,katowice, 162
2015-3-8, 47, 27, 15, 6,,katowice, 121
2015-3-9, 80, 20, 26, 13,,katowice, 97
2015-3-10, 56, 15, 15, 9,,katowice, 154
2015-3-11, 28, 18, 8, 8,,katowice, 129
2015-3-12, 21, 15, 9, 5,,katowice, 81
2015-3-13, 31, 10, 10, 8,,katowice, 73
2015-3-14, 33, 19, 8, 9,,katowice, 101
2015-3-15, 46, 20, 12, 10,,katowice, 107
2015-3-16, 51, 28, 13, 10,,katowice, 99
2015-3-17, 40, 28, 10, 8,,katowice, 109
2015-3-18, 56, 24, 16, 8,,katowice, 97
2015-3-19, 68, 22, 18, 11,,katowice, 130
2015-3-20, 59, 33, 14, 12,,katowice, 140
2015-3-21, 35, 17, 10, 6,,katowice, 129
2015-3-22, 58, 23, 18, 11,,katowice, 94
2015-3-23, 80, 33, 18, 11,,katowice, 130
2015-3-24, 62, 28, 22, 9,,katowice, 151
2015-3-25, 48, 18, 20, 8,,katowice, 128
2015-3-26, 40, 7, 15, 6,,katowice, 118
2015-3-27, 31, 17, 9, 6,,katowice, 115
2015-3-28, 33, 18, 8, 4,,katowice, 86
2015-3-29, 8, 26, 5, 4,,katowice, 109
2015-3-30, 12, 23, 7, 4,,katowice, 38
2015-3-31, 13, 27, 5, 3,,katowice, 43
2014-10-1, 32, 8, 10, 3,,katowice, 103
2014-10-2, 35, 11, 13, 3,,katowice, 87
2014-10-3, 40, 11, 9, 2,,katowice, 91
2014-10-4, 34, 15, 12, 4,,katowice, 102
2014-10-5, 47, 12, 20, 4,,katowice, 108
2014-10-6, 44,, 15, 1,,katowice, 126
2014-10-7, 42, 7, 21, 1,,katowice, 127
2014-10-8, 33, 24, 13, 2,,katowice, 116
2014-10-9, 38, 7, 21, 1,,katowice, 73
