date, pm25, pm10, o3, no2, so2, co
2019/12/4, , , , 15, 2, 5
2019/12/5, , , , 15, 2, 
2019/12/6, , , , 14, 1, 
2019/12/7, , , , 8, 1, 
2019/12/8, , , , 5, 2, 7
2019/12/9, , , , 13, 2, 4
2019/12/10, , , , 18, 2, 2
2019/12/11, , , , 16, 3, 3
2019/12/12, , , , 17, 3, 4
2019/12/13, , , , 13, 2, 2
2019/12/14, , , , 9, 1, 2
2019/12/15, , , , 7, 2, 3
2019/12/16, , , , 18, 2, 5
2019/12/17, , , , 18, 3, 6
2019/12/18, , , , 20, 2, 7
2019/12/19, , , , 14, 2, 3
2019/12/20, , , , 15, 2, 5
2019/12/21, , , , 18, 1, 5
2019/12/22, , , , 9, 1, 4
2019/12/23, , , , 11, 1, 3
2019/12/24, , , , 8, 1, 5
2019/12/25, , , , 7, 1, 3
2019/12/26, , , , 6, 1, 3
2019/12/27, , , , 7, 1, 3
2019/12/28, , , , 7, 1, 3
2019/12/29, , , , 7, , 
2019/7/1, , , , 7, , 4
2019/7/2, , , , 4, , 4
2019/7/3, , , , 4, , 4
2019/7/4, , , , 5, , 4
2019/7/5, , , , 5, , 5
2019/7/6, , , , 4, , 4
2019/7/7, , , , 2, , 2
2019/7/8, , , , 4, , 2
2019/7/9, , , , 4, , 2
2019/7/10, , , , 5, , 2
2019/7/11, , , , 7, , 3
2019/7/12, , , , 11, , 3
2019/7/13, , , , 6, , 2
2019/7/14, , , , 4, , 2
2019/7/15, , , , 6, , 2
2019/7/16, , , , 5, , 2
2019/7/17, , , , 7, , 3
2019/7/18, , , , 9, , 3
2019/7/19, , , , 13, , 3
2019/7/20, , , , 8, , 3
2019/7/21, , , , 3, , 3
2019/7/22, , , , 7, , 3
2019/7/23, , , , 7, , 4
2019/7/24, , , , 6, , 3
2019/7/25, , , , 6, , 2
2019/7/26, , , , 2, , 3
2019/7/27, , , , 2, , 3
2019/7/28, , , , 3, , 3
2019/7/29, , , , 6, , 3
2019/7/30, , , , 7, , 3
2019/7/31, , , , 7, , 3
2019/8/1, , , , 6, , 3
2019/8/2, , , , 5, , 2
2019/8/3, , , , 4, , 3
2019/8/4, , , , 4, , 3
2019/8/5, , , , 7, , 3
2019/8/6, , , , 5, , 3
2019/8/7, , , , 7, , 3
2019/8/8, , , , 7, , 3
2019/8/9, , , , 9, , 3
2019/8/10, , , , 6, , 3
2019/8/11, , , , 5, , 3
2019/8/12, , , , 10, , 3
2019/8/13, , , , 6, , 3
2019/8/14, , , , 10, , 3
2019/8/15, , , , 9, , 3
2019/8/16, , , , 9, , 3
2019/8/17, , , , 9, , 4
2019/8/18, , , , 5, , 4
2019/8/19, , , , 9, , 4
2019/8/20, , , , 10, , 4
2019/8/21, , , , 7, , 4
2019/8/22, , , , 9, , 3
2019/8/23, , , , 10, , 3
2019/8/24, , , , 7, 1, 3
2019/8/25, , , , 4, 1, 3
2019/8/26, , , , 7, , 4
2019/8/27, , , , 10, , 4
2019/8/28, , , , 11, , 4
2019/8/29, , , , 15, , 4
2019/8/30, , , , 11, , 3
2019/8/31, , , , 5, , 4
2019/9/1, , , , 4, , 3
2019/9/2, , , , 9, , 3
2019/9/3, , , , 16, , 3
2019/9/4, , , , 12, , 3
2019/9/5, , , , 10, , 3
2019/9/6, , , , 11, , 3
2019/9/7, , , , 11, , 3
2019/9/8, , , , 6, , 4
2019/9/9, , , , 7, , 3
2019/9/10, , , , 8, , 4
2019/9/11, , , , 16, , 4
2019/9/12, , , , 13, , 3
2019/9/13, , , , 8, , 3
2019/9/14, , , , 9, , 3
2019/9/15, , , , 7, , 3
2019/9/16, , , , 10, , 3
2019/9/17, , , , 9, , 3
2019/9/18, , , , 8, , 3
2019/9/19, , , , 11, , 3
2019/9/20, , , , 11, , 3
2019/9/21, , , , 8, , 4
2019/9/22, , , , 8, , 4
2019/9/23, , , , 8, , 4
2019/9/24, , , , 9, , 5
2019/9/25, , , , 11, , 6
2019/9/26, , , , 14, , 5
2019/9/27, , , , 10, , 4
2019/9/28, , , , 6, , 4
2019/9/29, , , , 5, , 4
2019/9/30, , , , 7, , 4
2019/4/1, , , , 9, 1, 2
2019/4/2, , , , 5, 2, 3
2019/4/3, , , , 7, 2, 3
2019/4/4, , , , 8, 2, 4
2019/4/5, , , , 8, 1, 4
2019/4/6, , , , 7, 1, 4
2019/4/7, , , , 11, 1, 4
2019/4/8, , , , 14, , 3
2019/4/9, , , , 6, , 3
2019/4/10, , , , 7, , 3
2019/4/11, , , , 7, , 3
2019/4/12, , , , 5, , 3
2019/4/13, , , , 4, , 3
2019/4/14, , , , 3, 1, 3
2019/4/15, , , , 7, 1, 3
2019/4/16, , , , 8, 1, 4
2019/4/17, , , , 9, 1, 4
2019/4/18, , , , 12, 1, 4
2019/4/19, , , , 15, 1, 3
2019/4/20, , , , 6, , 3
2019/4/21, , , , 5, , 4
2019/4/22, , , , 3, 1, 4
2019/4/23, , , , 4, 1, 4
2019/4/24, , , , 6, 1, 5
2019/4/25, , , , 12, 1, 5
2019/4/26, , , , 13, , 5
2019/4/27, , , , 8, , 5
2019/4/28, , , , 7, , 5
2019/4/29, , , , 4, , 4
2019/4/30, , , , 6, , 4
2019/5/1, , , , 4, , 4
2019/5/2, , , , 4, , 4
2019/5/3, , , , 3, , 5
2019/5/4, , , , 6, , 5
2019/5/5, , , , 4, , 5
2019/5/6, , , , 11, , 5
2019/5/7, , , , 9, 1, 5
2019/5/8, , , , 11, 1, 6
2019/5/9, , , , 12, , 6
2019/5/10, , , , 11, , 5
2019/5/11, , , , 5, , 6
