city,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
katowice,2022-12-16,-1.9,-3.7,-2.7,-1.9,-8.1,-4.6,-3.8,92.3,9.977,100,8.33,9.9,22.9,23.4,14.8,29.3,100.0,3.3,7.5,0.7,1,"Snow, Overcast"
katowice,2022-12-17,-3.7,-5.1,-4.3,-3.7,-8.5,-5.8,-5.8,89.1,0.52,100,12.5,4.2,28.3,20.8,7.3,291.1,98.7,3.2,8.0,0.6,0,"Snow, Overcast"
katowice,2022-12-18,-3.9,-10.4,-6.5,-4.2,-14.3,-8.3,-8.4,86.5,0.0,0,0.0,0.0,27.9,13.0,7.3,187.0,65.9,6.3,18.9,1.6,1,Partially cloudy
katowice,2022-12-19,-0.9,-11.4,-6.8,-3.4,-15.8,-8.9,-9.2,83.7,0.337,100,4.17,0.0,26.2,54.2,18.0,168.8,72.9,9.2,36.0,3.2,2,"Snow, Partially cloudy"
katowice,2022-12-20,1.8,-0.8,0.1,-2.6,-5.9,-4.4,-2.9,80.4,0.0,0,0.0,0.0,22.6,25.8,21.6,224.0,84.8,11.3,19.8,1.8,1,Partially cloudy
katowice,2022-12-21,2.6,-0.4,1.1,-1.6,-4.5,-2.9,-0.6,87.9,0.71,100,8.33,0.0,19.6,21.6,21.5,218.4,86.5,8.0,13.0,1.1,1,"Snow, Rain, Partially cloudy"
katowice,2022-12-22,5.8,2.1,3.9,2.9,-2.4,0.2,2.0,87.8,0.001,100,4.17,0.0,15.7,37.0,25.1,208.3,87.4,10.6,23.5,1.9,2,"Rain, Partially cloudy"
katowice,2022-12-23,6.6,2.7,5.0,3.7,-0.4,1.8,4.0,93.5,0.999,100,12.5,0.0,10.0,34.0,21.5,207.2,91.3,12.7,13.9,1.2,1,"Rain, Overcast"
katowice,2022-12-24,8.6,4.6,6.6,7.0,2.3,4.4,5.4,92.2,2.212,100,16.67,0.0,3.4,44.3,18.1,219.7,95.2,13.4,9.9,0.8,1,"Rain, Overcast"
katowice,2022-12-25,8.6,3.2,5.3,6.8,1.2,4.1,3.7,90.1,0.904,100,8.33,0.0,1.1,32.8,10.8,194.6,58.0,11.3,29.8,2.6,2,"Rain, Partially cloudy"
katowice,2022-12-26,10.1,1.1,6.9,10.1,-0.4,4.6,5.0,88.2,4.0,100,12.5,0.0,0.0,43.1,25.1,209.5,88.6,13.0,9.6,0.8,1,"Rain, Partially cloudy"
katowice,2022-12-27,7.8,1.2,4.5,5.1,-2.1,1.3,0.9,78.0,0.613,100,12.5,0.0,0.0,39.7,21.7,237.4,83.7,28.7,20.7,1.8,2,"Snow, Rain, Partially cloudy"
katowice,2022-12-28,5.6,-0.3,2.3,2.1,-4.4,-1.3,-1.6,75.7,0.0,0,0.0,0.0,0.0,46.2,21.4,196.0,59.7,29.1,21.6,1.7,2,Partially cloudy
katowice,2022-12-29,8.3,2.4,5.2,5.5,-1.4,1.9,0.0,69.3,0.0,0,0.0,0.0,0.0,44.2,21.6,206.3,87.4,28.8,23.5,2.1,2,Partially cloudy
katowice,2022-12-30,8.8,0.7,4.3,7.8,-1.2,2.5,1.7,83.4,0.0,0,0.0,0.0,0.0,23.0,17.9,200.1,61.4,13.8,25.1,2.2,1,Partially cloudy
katowice,2022-12-31,13.1,-0.7,8.7,13.1,-3.2,7.6,5.5,81.3,0.0,0,0.0,0.0,0.0,46.8,25.2,208.3,80.9,27.2,19.7,1.5,1,Partially cloudy
katowice,2023-01-01,15.6,8.4,11.7,15.6,6.0,11.2,5.7,67.7,0.0,0,0.0,0.0,0.0,43.2,21.6,216.6,77.5,29.3,29.5,2.5,2,Partially cloudy
warsaw,2022-01-01,10.0,4.5,7.9,10.0,2.0,5.2,6.1,88.3,7.747,100,16.67,0.0,0.0,46.8,27.2,294.9,90.9,17.3,36.6,1.1,1,"Rain, Overcast"
warsaw,2022-01-02,9.5,3.7,6.6,8.1,0.5,4.6,5.2,90.5,0.728,100,37.5,0.0,0.0,7.2,18.1,191.0,79.6,13.3,40.0,1.1,1,"Rain, Partially cloudy"
warsaw,2022-01-03,10.6,6.1,7.7,10.6,2.9,4.8,5.8,87.7,4.017,100,37.5,0.0,0.0,68.4,36.7,266.0,69.5,16.8,26.0,0.7,0,"Rain, Partially cloudy"
warsaw,2022-01-04,7.0,4.3,6.0,6.8,1.9,4.1,5.0,93.7,4.369,100,50.0,0.0,0.0,10.8,20.7,205.2,73.9,12.5,38.3,1.0,1,"Rain, Partially cloudy"
warsaw,2022-01-05,5.9,2.0,4.2,5.0,-1.9,1.3,3.0,92.1,5.977,100,41.67,0.0,0.0,32.4,20.5,250.3,84.4,13.9,24.6,0.7,1,"Rain, Partially cloudy"
warsaw,2022-01-06,2.9,-2.8,0.7,-1.1,-8.5,-4.4,-1.4,86.2,1.182,100,50.0,0.0,0.0,54.0,27.5,263.0,84.1,16.3,29.4,0.9,1,"Snow, Rain, Partially cloudy"
warsaw,2022-01-07,1.0,-5.1,-2.0,-1.8,-8.8,-5.8,-6.0,75.0,0.0,0,0.0,3.0,1.7,7.2,16.6,206.0,55.6,18.8,95.8,3.1,2,Partially cloudy
warsaw,2022-01-08,-0.8,-5.5,-2.3,-2.6,-10.4,-5.7,-6.9,71.0,0.0,0,0.0,0.0,2.1,10.8,12.8,161.3,70.1,13.6,67.1,2.1,2,Partially cloudy
warsaw,2022-01-09,1.4,-4.1,-1.3,-2.0,-7.8,-4.9,-4.2,81.4,0.0,0,0.0,0.0,1.8,7.2,14.5,113.9,40.2,10.7,103.4,3.2,2,Partially cloudy
warsaw,2022-01-10,-0.1,-4.8,-2.6,-3.9,-10.0,-6.9,-4.8,85.8,0.0,0,0.0,0.0,1.1,,16.7,47.2,50.5,9.5,67.5,2.0,1,Partially cloudy
warsaw,2022-01-11,-2.2,-7.5,-4.2,-3.9,-9.6,-6.7,-6.0,87.4,0.0,0,0.0,0.0,0.4,14.4,13.4,345.2,66.4,8.9,40.2,1.4,1,Partially cloudy
warsaw,2022-01-12,-1.0,-3.9,-2.3,-3.0,-7.1,-5.4,-5.6,78.0,9.658,100,4.17,0.0,0.0,,20.2,263.3,84.8,11.9,66.6,2.0,1,"Snow, Partially cloudy"
warsaw,2022-01-13,3.9,-1.1,1.3,-1.3,-7.3,-4.2,0.5,94.1,9.921,100,41.67,0.0,0.0,57.6,32.2,261.2,97.9,4.9,21.3,0.5,0,"Snow, Rain, Overcast"
warsaw,2022-01-14,6.0,1.9,4.0,1.1,-3.7,-1.1,2.2,88.1,2.03,100,25.0,0.0,0.0,75.6,35.3,273.2,71.5,13.1,29.9,0.9,1,"Rain, Partially cloudy"
warsaw,2022-01-15,2.2,-1.6,0.4,-2.0,-6.8,-4.6,-2.1,83.9,0.0,0,0.0,0.0,0.0,43.2,28.4,278.2,43.3,15.7,107.9,3.7,2,Partially cloudy
warsaw,2022-01-16,1.7,-2.3,-0.6,0.0,-6.6,-4.3,-2.2,89.1,0.0,0,0.0,0.0,0.0,,28.0,237.1,88.2,7.7,32.3,1.0,1,Partially cloudy
warsaw,2022-01-17,4.0,0.0,1.9,-1.8,-6.3,-4.2,-1.6,78.5,2.092,100,37.5,0.0,0.0,93.6,41.2,282.5,66.7,15.8,74.0,2.1,2,"Snow, Rain, Partially cloudy"
warsaw,2022-01-18,2.7,-2.0,0.1,-2.0,-7.5,-4.9,-2.9,80.4,0.0,0,0.0,0.0,0.0,21.6,23.7,285.2,54.1,17.0,122.7,4.1,2,Partially cloudy
warsaw,2022-01-19,1.9,-1.0,0.6,-1.0,-6.3,-3.2,-0.9,90.0,0.11,100,8.33,0.0,0.0,21.6,18.9,240.6,86.9,9.4,33.7,1.1,1,"Snow, Rain, Partially cloudy"
warsaw,2022-01-20,1.7,-2.1,-0.1,-2.0,-9.6,-5.9,-3.4,79.1,1.719,100,25.0,0.0,0.0,64.8,33.8,255.7,79.3,14.8,68.7,2.1,1,"Snow, Rain, Partially cloudy"
warsaw,2022-01-21,0.1,-2.1,-1.1,-6.7,-9.2,-7.7,-6.4,67.8,0.003,100,4.17,0.0,0.0,64.8,35.5,274.3,67.6,19.3,87.7,2.9,2,"Snow, Rain, Partially cloudy"
warsaw,2022-01-22,0.0,-3.8,-1.5,-4.0,-10.3,-7.1,-5.1,77.3,9.898,100,25.0,0.0,0.0,39.6,25.2,300.3,62.8,18.3,111.4,3.7,2,"Snow, Rain, Partially cloudy"
warsaw,2022-01-23,0.3,-6.2,-1.8,0.3,-7.6,-4.8,-6.0,73.7,0.007,100,4.17,2.0,1.0,18.0,21.8,330.7,50.4,17.3,118.0,3.6,2,"Snow, Rain, Partially cloudy"
warsaw,2022-01-24,0.0,-7.0,-2.5,-2.6,-9.9,-5.4,-6.0,77.1,0.01,100,4.17,0.0,0.4,10.8,12.1,177.2,81.9,10.4,71.2,2.3,1,"Snow, Rain, Partially cloudy"
warsaw,2022-01-25,2.7,0.0,1.5,-1.1,-3.8,-2.7,1.2,97.3,0.344,100,70.83,0.0,0.0,,22.7,268.1,98.0,5.7,35.7,1.2,1,"Snow, Rain, Overcast"
warsaw,2022-01-26,3.0,1.2,2.2,-0.1,-3.6,-1.7,1.3,94.4,1.516,100,70.83,0.0,0.0,43.2,28.5,265.4,94.1,7.6,54.4,2.2,1,"Snow, Rain, Overcast"
warsaw,2022-01-27,3.7,0.8,1.8,-1.1,-4.5,-3.1,0.7,92.6,2.128,100,58.33,0.0,0.0,50.4,25.9,248.2,93.6,9.0,55.3,2.8,1,"Snow, Rain, Overcast"
warsaw,2022-01-28,4.0,0.7,2.6,-1.1,-5.3,-3.2,0.1,83.6,4.449,100,41.67,0.0,0.0,68.4,38.0,285.2,84.7,17.5,68.7,5.8,1,"Rain, Partially cloudy"
warsaw,2022-01-29,4.8,-1.8,0.6,0.2,-6.7,-3.7,-1.0,89.4,1.961,100,37.5,0.0,0.0,54.0,25.4,237.5,62.6,14.7,90.7,7.6,2,"Snow, Rain, Partially cloudy"
warsaw,2022-01-30,6.5,0.9,3.2,1.9,-6.4,-2.9,0.6,83.7,3.437,100,66.67,0.0,0.0,86.4,50.6,271.1,82.7,15.6,72.3,5.9,1,"Snow, Rain, Partially cloudy"
warsaw,2022-01-31,2.2,-2.5,0.4,-2.9,-6.6,-4.7,-3.5,75.7,0.969,100,8.33,0.0,0.0,72.0,41.8,280.5,72.9,17.0,87.0,7.4,3,"Snow, Rain, Partially cloudy"
warsaw,2022-02-01,1.0,-3.8,-1.2,-2.8,-8.4,-5.2,-3.3,85.7,0.773,100,4.17,0.0,0.0,10.8,17.5,234.4,82.2,11.8,90.3,7.6,2,"Snow, Rain, Partially cloudy"
warsaw,2022-02-02,2.5,-0.2,1.1,-1.8,-5.8,-3.7,0.0,92.4,4.833,100,16.67,0.0,0.0,43.2,24.6,276.5,91.9,10.8,65.0,5.5,1,"Snow, Rain, Overcast"
warsaw,2022-02-03,2.0,-1.1,0.4,1.0,-6.1,-2.9,-1.6,86.5,0.205,100,4.17,0.0,0.0,18.0,19.2,259.0,77.6,14.8,85.4,7.2,2,"Snow, Rain, Partially cloudy"
warsaw,2022-02-04,4.0,0.1,2.8,2.9,-2.7,0.7,1.7,93.0,0.624,100,16.67,0.0,0.0,10.8,12.0,170.8,93.1,7.7,66.9,5.5,1,"Snow, Rain, Overcast"
warsaw,2022-02-05,4.7,2.0,3.5,2.0,-3.2,-0.8,0.6,81.0,0.869,100,8.33,0.0,0.0,68.4,33.4,249.1,79.7,17.4,70.3,5.8,1,"Rain, Partially cloudy"
warsaw,2022-02-06,4.7,1.9,3.4,1.2,-2.3,-0.4,0.4,80.9,0.088,100,16.67,0.0,0.0,50.4,21.6,213.5,88.7,16.8,68.9,5.6,1,"Rain, Partially cloudy"
warsaw,2022-02-07,4.7,0.1,2.2,2.7,-4.4,-1.9,0.4,88.0,8.99,100,20.83,0.0,0.0,61.2,30.0,265.8,81.1,14.5,71.0,5.8,1,"Snow, Rain, Partially cloudy"
warsaw,2022-02-08,6.2,1.9,3.4,1.8,-3.1,-1.1,1.3,86.2,1.072,100,16.67,0.0,0.0,46.8,35.5,268.1,83.2,14.3,82.8,6.8,2,"Rain, Partially cloudy"
warsaw,2022-02-09,7.8,2.5,5.8,4.9,-0.7,2.4,4.2,89.1,0.483,100,8.33,0.0,0.0,50.4,28.4,260.9,79.8,15.6,79.3,6.5,2,"Rain, Partially cloudy"
warsaw,2022-02-10,8.6,6.8,7.3,7.2,3.1,4.9,5.2,86.7,0.279,100,12.5,0.0,0.0,36.0,24.9,246.6,89.1,13.8,72.5,6.0,1,"Rain, Partially cloudy"
warsaw,2022-02-11,5.7,0.5,2.6,3.5,-3.6,-0.2,1.5,92.1,5.798,100,12.5,0.0,0.0,30.6,22.9,269.4,87.0,12.2,73.8,6.1,1,"Snow, Rain, Partially cloudy"
warsaw,2022-02-12,3.5,-2.6,0.5,0.5,-6.7,-3.2,-3.4,76.3,0.336,100,8.33,0.0,0.0,54.0,27.3,270.3,29.8,16.6,133.3,11.4,3,"Snow, Rain, Partially cloudy"
warsaw,2022-02-13,6.0,-5.1,0.4,3.5,-9.3,-3.0,-5.9,64.8,0.0,0,0.0,0.0,0.0,40.0,16.8,166.1,30.9,15.2,130.8,11.2,3,Partially cloudy
warsaw,2022-02-14,8.0,-3.2,2.0,6.0,-7.7,-1.1,-4.5,63.2,0.0,0,0.0,0.0,0.0,29.5,15.8,156.1,5.9,15.1,133.1,11.3,3,Clear
warsaw,2022-02-15,7.9,-1.3,3.3,6.2,-4.9,0.9,-0.7,76.3,0.0,0,0.0,0.0,0.0,23.8,13.5,160.0,45.1,11.1,95.3,8.1,2,Partially cloudy
warsaw,2022-02-16,10.0,1.9,6.4,10.0,-1.3,4.2,0.5,68.5,0.386,100,4.17,0.0,0.0,57.6,22.8,190.9,68.2,14.1,130.1,10.9,3,"Rain, Partially cloudy"
warsaw,2022-02-17,9.2,4.0,7.0,6.4,-1.1,2.9,3.2,77.1,1.598,100,12.5,0.0,0.0,86.4,40.1,248.0,80.3,16.3,88.7,7.2,3,"Rain, Partially cloudy"
warsaw,2022-02-18,7.0,4.0,4.9,4.1,-1.8,0.6,-0.3,70.6,0.193,100,4.17,0.0,0.0,59.4,36.5,252.4,78.9,17.0,97.9,8.0,2,"Rain, Partially cloudy"
warsaw,2022-02-19,10.0,2.1,7.0,10.0,-2.2,2.5,-1.8,55.7,1.932,100,4.17,0.0,0.0,86.4,52.0,251.0,74.2,19.8,83.2,6.8,2,"Rain, Partially cloudy"
warsaw,2022-02-20,5.1,1.3,3.4,1.8,-1.6,0.2,-1.1,73.5,0.87,100,8.33,0.0,0.0,39.6,23.1,221.0,78.0,18.1,86.0,7.1,2,"Rain, Partially cloudy"
warsaw,2022-02-21,9.6,3.0,6.4,6.7,-0.1,2.9,1.7,73.2,1.159,100,8.33,0.0,0.0,57.6,25.9,227.6,77.4,17.7,82.8,7.0,1,"Rain, Partially cloudy"
warsaw,2022-02-22,6.5,0.7,3.7,2.2,-2.8,-0.2,-1.0,71.8,0.193,100,4.17,0.0,0.0,61.2,29.6,262.8,65.0,16.9,95.5,8.2,3,"Snow, Rain, Partially cloudy"
warsaw,2022-02-23,6.0,0.0,3.8,1.4,-2.9,-0.3,0.3,78.8,0.58,100,8.33,0.0,0.0,82.8,38.2,271.1,76.0,16.4,96.7,7.9,2,"Snow, Rain, Partially cloudy"
warsaw,2022-02-24,9.8,-2.7,4.2,6.9,-4.6,1.7,-2.0,66.8,0.0,0,0.0,0.0,0.0,42.1,23.4,163.1,44.4,15.9,153.7,13.1,4,Partially cloudy
warsaw,2022-02-25,7.0,2.8,5.2,4.5,-0.1,1.8,-2.3,58.7,0.0,0,0.0,0.0,0.0,54.0,31.8,249.2,70.0,18.5,123.5,10.4,3,Partially cloudy
warsaw,2022-02-26,6.4,-0.6,3.0,4.2,-1.7,1.0,-1.9,71.0,0.0,0,0.0,0.0,0.0,22.0,11.9,295.6,60.7,17.1,123.2,10.5,4,Partially cloudy
warsaw,2022-02-27,3.9,-1.3,1.2,1.4,-5.7,-2.2,-2.9,75.9,0.0,0,0.0,0.0,0.0,25.9,19.1,10.4,56.9,14.4,101.0,8.4,4,Partially cloudy
warsaw,2022-02-28,4.5,-3.8,-0.1,1.5,-8.1,-3.4,-7.3,60.9,0.0,0,0.0,0.0,0.0,24.5,16.5,54.5,3.1,18.3,159.2,13.7,4,Clear
warsaw,2022-03-01,5.0,-6.5,-0.4,2.5,-7.8,-1.8,-8.2,59.1,0.0,0,0.0,0.0,0.0,21.2,13.2,355.0,6.9,14.7,180.7,12.3,4,Clear
warsaw,2022-03-02,5.9,-5.8,-0.1,5.4,-8.3,-1.8,-6.6,64.0,0.0,0,0.0,0.0,0.0,20.2,14.6,306.8,22.7,12.3,188.8,11.7,4,Partially cloudy
warsaw,2022-03-03,4.5,-5.0,-0.1,2.6,-7.8,-2.9,-5.0,71.3,0.0,0,0.0,0.0,0.0,32.4,22.3,314.8,43.2,10.6,139.5,11.9,4,Partially cloudy
warsaw,2022-03-04,3.9,0.0,1.6,0.7,-3.0,-1.3,-1.1,82.8,0.966,100,4.17,0.0,0.0,24.5,14.3,351.0,90.1,12.2,87.5,7.4,3,"Rain, Overcast"
warsaw,2022-03-05,1.8,-0.7,0.6,0.1,-4.0,-2.2,-7.6,54.8,0.0,0,0.0,0.0,0.0,18.7,14.3,19.0,78.7,19.1,92.7,8.0,2,Partially cloudy
warsaw,2022-03-06,1.9,-1.3,0.1,1.4,-4.7,-2.7,-9.3,49.8,0.0,0,0.0,0.0,0.0,21.2,16.2,289.8,89.9,17.7,113.2,9.7,3,Partially cloudy
warsaw,2022-03-07,5.4,-1.7,1.3,1.8,-5.9,-2.6,-4.0,68.1,0.193,100,4.17,0.0,0.0,32.4,22.1,301.4,65.6,16.6,142.1,12.3,5,"Snow, Rain, Partially cloudy"
warsaw,2022-03-08,5.0,-3.4,1.0,1.8,-10.0,-2.7,-3.1,75.9,0.0,0,0.0,0.0,0.0,39.6,33.1,321.4,64.7,14.9,126.3,10.7,5,Partially cloudy
warsaw,2022-03-09,6.6,-0.4,3.4,3.6,-4.9,0.1,-1.3,72.7,0.0,0,0.0,0.0,0.0,33.1,20.4,354.4,88.9,15.8,103.7,8.5,3,Partially cloudy
warsaw,2022-03-10,2.0,-4.5,-1.5,-1.6,-9.6,-6.0,-10.6,53.6,0.0,0,0.0,0.0,0.0,33.5,18.0,69.3,2.0,18.0,181.3,15.6,5,Clear
warsaw,2022-03-11,3.4,-7.4,-2.0,1.1,-11.6,-5.3,-14.4,41.0,0.0,0,0.0,0.0,0.0,22.3,16.3,103.0,8.7,16.6,183.2,15.8,5,Clear
warsaw,2022-03-12,7.4,-8.1,-0.4,7.4,-10.1,-1.0,-11.6,47.1,0.0,0,0.0,0.0,0.0,11.2,7.7,140.6,33.7,13.2,181.0,15.6,5,Partially cloudy
warsaw,2022-03-13,9.8,-4.6,2.4,7.9,-4.7,0.7,-6.2,56.9,0.0,0,0.0,0.0,0.0,24.8,18.9,100.3,9.7,12.0,181.8,15.5,5,Clear
warsaw,2022-03-14,10.9,-3.5,3.2,10.9,-7.5,0.2,-5.0,58.3,0.0,0,0.0,0.0,0.0,31.0,18.2,114.1,0.0,13.7,188.2,16.2,5,Clear
warsaw,2022-03-15,10.5,-2.1,5.0,10.5,-4.5,3.7,-0.5,68.3,0.0,0,0.0,0.0,0.0,23.8,12.8,185.0,53.6,12.0,147.9,12.5,4,Partially cloudy
warsaw,2022-03-16,13.1,3.9,7.6,13.1,1.6,6.0,0.3,61.3,0.0,0,0.0,0.0,0.0,27.4,17.6,58.4,75.8,10.9,157.5,13.3,5,Partially cloudy
warsaw,2022-03-17,9.5,-0.8,4.2,7.1,-4.1,1.2,-4.5,55.7,0.0,0,0.0,0.0,0.0,39.6,18.3,117.2,16.1,13.2,177.0,15.1,5,Clear
warsaw,2022-03-18,7.9,-3.0,2.1,5.5,-6.3,-0.3,-9.8,44.2,0.0,0,0.0,0.0,0.0,42.5,21.0,111.9,15.3,15.6,199.8,17.3,5,Clear
warsaw,2022-03-19,9.0,-4.9,2.9,7.1,-5.6,1.2,-9.9,43.0,0.0,0,0.0,0.0,0.0,28.4,19.5,88.5,0.2,14.0,198.5,17.1,5,Clear
warsaw,2022-03-20,10.9,-2.0,4.6,10.9,-5.0,2.9,-10.3,35.9,0.0,0,0.0,0.0,0.0,25.9,14.7,104.8,0.0,15.0,202.5,17.4,5,Clear
warsaw,2022-03-21,14.0,-3.1,5.8,14.0,-3.1,5.6,-7.2,43.2,0.0,0,0.0,0.0,0.0,10.8,12.1,87.5,1.6,13.4,203.3,17.5,5,Clear
warsaw,2022-03-22,16.9,-2.1,7.3,16.9,-2.1,7.2,-3.8,49.8,0.0,0,0.0,0.0,0.0,15.1,9.8,132.5,0.0,12.0,238.6,16.2,5,Clear
warsaw,2022-03-23,19.0,-1.6,10.0,19.0,-1.9,9.4,-3.8,44.3,0.0,0,0.0,0.0,0.0,26.3,19.3,302.4,0.0,12.7,313.7,14.8,6,Clear
warsaw,2022-03-24,13.9,0.2,7.6,13.9,-2.5,6.1,-2.9,49.8,0.0,0,0.0,0.0,0.0,46.8,22.4,310.0,1.2,14.7,312.8,14.7,6,Clear
warsaw,2022-03-25,15.9,0.9,8.8,15.9,-1.5,7.9,-2.5,48.3,0.0,0,0.0,0.0,0.0,43.2,20.1,273.7,0.0,13.4,251.8,16.3,6,Clear
warsaw,2022-03-26,11.7,2.5,8.3,11.7,-1.6,6.3,1.1,61.1,0.0,0,0.0,0.0,0.0,64.8,35.7,287.4,40.8,15.8,120.2,10.4,4,Partially cloudy
warsaw,2022-03-27,9.0,-1.4,4.2,7.2,-5.7,1.2,-7.0,47.6,0.0,0,0.0,0.0,0.0,39.6,22.4,299.9,59.2,18.9,214.2,17.6,6,Partially cloudy
warsaw,2022-03-28,18.5,3.2,11.4,18.5,1.9,10.4,-1.4,42.0,0.0,0,0.0,0.0,0.0,61.2,30.2,257.2,17.6,19.1,222.3,18.9,6,Clear
warsaw,2022-03-29,10.7,3.3,6.4,10.7,0.2,3.7,1.0,69.0,0.0,0,0.0,0.0,0.0,43.2,19.9,269.6,67.1,14.7,97.0,8.3,2,Partially cloudy
warsaw,2022-03-30,9.0,-0.6,4.8,7.3,-3.1,2.3,-1.8,66.0,0.0,0,0.0,0.0,0.0,32.0,24.5,303.7,73.9,12.7,171.3,14.6,5,Partially cloudy
warsaw,2022-03-31,6.5,-0.3,3.0,2.8,-5.2,-1.4,-5.0,59.6,0.097,100,4.17,0.3,0.0,38.9,25.6,45.2,81.9,16.2,135.3,11.5,3,"Snow, Rain, Partially cloudy"
warsaw,2022-04-01,3.5,-0.5,0.7,-1.1,-6.5,-4.8,-4.4,71.4,4.829,100,8.33,2.5,0.6,52.2,26.5,29.2,90.1,7.9,88.4,7.5,2,"Snow, Rain, Overcast"
warsaw,2022-04-02,4.6,-1.8,0.9,1.1,-7.6,-4.1,-3.5,75.8,6.863,100,8.33,11.1,5.0,44.3,27.6,351.1,90.3,9.5,128.1,10.8,3,"Snow, Rain, Overcast"
warsaw,2022-04-03,3.4,-3.1,0.7,-0.7,-8.6,-3.9,-7.9,54.1,0.0,0,0.0,4.9,10.9,40.7,22.7,311.6,65.9,19.0,210.9,18.1,7,Partially cloudy
warsaw,2022-04-04,7.5,-0.3,3.5,4.4,-3.9,0.0,-4.4,57.0,67.608,100,4.17,0.8,8.0,58.1,28.1,225.2,76.6,18.1,152.0,13.0,6,"Snow, Rain, Partially cloudy"
warsaw,2022-04-05,8.5,2.2,5.3,4.6,-2.4,1.5,-1.7,63.1,0.773,100,4.17,0.0,2.0,68.4,36.0,258.5,80.1,16.5,150.8,12.7,5,"Rain, Partially cloudy"
warsaw,2022-04-06,11.6,3.4,7.1,11.6,1.5,5.9,4.4,83.8,3.863,100,8.33,0.0,0.0,45.7,16.3,211.0,86.9,12.5,84.7,6.9,2,"Rain, Partially cloudy"
warsaw,2022-04-07,16.9,5.7,12.3,16.9,4.2,11.9,4.4,61.1,0.0,0,0.0,0.0,0.0,52.2,20.9,195.9,70.8,17.4,193.0,15.7,5,Partially cloudy
warsaw,2022-04-08,10.1,4.1,7.5,10.1,2.2,4.8,2.7,72.1,2.318,100,4.17,0.0,0.0,72.0,33.3,244.8,75.2,18.1,125.7,10.5,4,"Rain, Partially cloudy"
warsaw,2022-04-09,9.4,3.0,6.1,6.1,0.7,3.9,-0.3,66.7,4.25,100,4.17,0.0,0.0,50.4,28.2,250.6,59.0,16.7,136.3,11.7,4,"Rain, Partially cloudy"
warsaw,2022-04-10,6.9,1.0,4.1,3.4,-2.1,0.7,-1.6,67.4,0.0,0,0.0,0.0,0.0,44.3,26.8,253.9,39.3,18.0,147.9,12.5,4,Partially cloudy
warsaw,2022-04-11,7.5,0.2,4.0,5.0,-3.0,1.3,-0.6,73.0,0.0,0,0.0,0.0,0.0,43.2,17.9,264.3,60.0,15.8,156.2,13.5,6,Partially cloudy
warsaw,2022-04-12,11.9,-1.5,5.6,11.9,-2.5,4.9,-2.7,60.7,0.0,0,0.0,0.0,0.0,20.9,11.6,285.8,29.9,14.6,239.7,20.6,6,Partially cloudy
warsaw,2022-04-13,14.0,-0.6,7.9,14.0,-3.2,7.5,-3.6,48.2,0.0,0,0.0,0.0,0.0,24.5,13.9,122.5,41.0,15.1,234.7,17.7,6,Partially cloudy
warsaw,2022-04-14,20.9,3.0,12.5,20.9,2.2,11.9,-1.0,42.9,0.0,0,0.0,0.0,0.0,29.5,14.7,147.7,58.8,15.3,326.3,17.7,6,Partially cloudy
warsaw,2022-04-15,14.0,7.8,10.8,14.0,3.8,10.3,7.1,78.9,0.386,100,4.17,0.0,0.0,37.1,28.7,308.5,79.8,11.9,121.1,6.1,3,"Rain, Partially cloudy"
warsaw,2022-04-16,9.8,3.6,6.7,6.8,-0.9,3.0,-1.9,57.4,9.755,100,4.17,0.0,0.0,46.8,27.4,1.9,80.0,17.7,308.6,16.6,5,"Rain, Partially cloudy"
warsaw,2022-04-17,10.8,0.1,5.9,10.8,-3.5,3.7,-4.1,51.6,0.0,0,0.0,0.0,0.0,21.6,19.5,340.5,45.4,19.0,334.6,18.1,7,Partially cloudy
warsaw,2022-04-18,11.8,2.1,7.3,11.8,-0.7,5.4,-6.2,40.1,0.0,0,0.0,0.0,0.0,43.2,21.3,29.8,45.5,18.6,381.5,20.5,8,Partially cloudy
warsaw,2022-04-19,7.1,2.1,4.6,6.9,-1.9,2.4,-0.4,71.1,0.0,0,0.0,0.0,0.0,28.8,18.1,45.9,85.4,17.3,152.3,8.0,3,Partially cloudy
warsaw,2022-04-20,7.9,4.3,6.3,7.0,1.0,4.2,4.7,89.5,1.932,100,4.17,0.0,0.0,18.0,16.3,280.7,92.7,12.0,64.1,3.2,2,"Rain, Overcast"
warsaw,2022-04-21,12.8,6.8,9.3,12.8,4.5,8.2,6.6,84.3,0.772,100,8.33,0.0,0.0,36.0,16.2,329.0,87.5,11.9,109.1,5.6,2,"Rain, Partially cloudy"
warsaw,2022-04-22,11.3,5.8,9.0,11.3,4.4,7.9,3.1,67.9,0.0,0,0.0,0.0,0.0,37.8,25.7,60.8,65.0,17.0,245.1,12.4,9,Partially cloudy
warsaw,2022-04-23,12.9,5.0,8.5,12.9,3.1,7.4,2.9,69.2,0.0,0,0.0,0.0,0.0,21.6,14.2,311.5,78.8,16.8,193.7,10.4,7,Partially cloudy
warsaw,2022-04-24,14.9,4.7,10.0,14.9,2.1,9.1,4.0,68.6,0.0,0,0.0,0.0,0.0,21.6,18.7,22.8,59.8,15.0,292.7,16.1,8,Partially cloudy
