city,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
bielsko biała,2022-01-01,10.7,8.3,9.1,10.7,5.4,6.6,8.3,95.1,7.152,100,70.83,0.0,41.4,46.7,32.2,245.6,99.0,7.4,11.6,1.0,1,"Rain, Overcast"
bielsko biała,2022-01-02,12.0,6.1,9.6,12.0,4.8,9.2,5.2,75.1,0.003,100,4.17,0.0,35.1,54.0,39.0,197.7,92.6,40.5,30.9,2.6,2,"Rain, Overcast"
bielsko biała,2022-01-03,10.5,7.1,8.6,10.5,3.0,4.9,3.2,69.3,0.986,100,16.67,0.0,28.7,68.1,35.8,230.0,83.1,46.2,25.5,2.2,2,"Rain, Partially cloudy"
bielsko biała,2022-01-04,9.8,5.1,7.6,6.0,1.7,4.1,4.7,82.3,6.753,100,45.83,0.6,22.7,64.6,42.5,196.6,96.5,30.6,14.3,1.1,1,"Rain, Overcast"
bielsko biała,2022-01-05,6.2,1.0,4.0,4.6,-5.0,0.6,2.1,87.6,8.865,100,58.33,1.0,23.1,53.6,32.2,227.2,96.9,24.6,11.8,0.9,1,"Rain, Overcast"
bielsko biała,2022-01-06,2.5,-3.4,-0.1,-1.8,-8.9,-5.4,-3.8,76.2,0.315,100,16.67,0.4,23.9,46.9,32.0,239.1,84.2,35.0,26.5,2.3,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-01-07,0.8,-7.9,-3.4,-0.2,-12.9,-7.1,-11.0,58.5,0.001,100,4.17,0.0,23.8,43.4,21.6,158.8,27.2,36.7,54.6,4.6,3,"Snow, Partially cloudy"
bielsko biała,2022-01-08,0.1,-3.6,-1.7,-0.2,-9.5,-5.5,-8.0,62.5,0.0,0,0.0,0.0,23.1,42.8,24.9,167.4,73.0,38.1,18.1,1.4,1,Partially cloudy
bielsko biała,2022-01-09,2.5,-3.0,-0.1,2.5,-6.5,-2.7,-5.5,67.6,0.003,100,12.5,0.0,23.0,43.4,24.9,129.0,69.9,34.3,47.8,4.0,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-01-10,0.3,-3.4,-1.9,-0.7,-9.2,-5.0,-3.7,88.1,0.001,100,4.17,0.0,23.0,50.4,21.5,55.1,82.4,6.2,58.1,4.9,3,"Snow, Rain, Partially cloudy"
bielsko biała,2022-01-11,-2.4,-7.8,-4.2,-6.4,-11.2,-8.1,-7.4,78.8,0.044,100,4.17,0.0,22.8,18.2,14.5,54.2,70.4,13.7,40.3,3.5,2,"Snow, Partially cloudy"
bielsko biała,2022-01-12,-4.5,-7.2,-5.9,-4.5,-9.5,-6.9,-7.7,87.3,0.0,0,0.0,0.1,22.1,57.6,9.2,23.5,90.5,7.2,27.3,2.4,1,Overcast
bielsko biała,2022-01-13,5.0,-4.2,1.6,1.5,-6.1,-1.7,-0.6,85.9,0.003,100,12.5,0.4,22.0,39.7,21.7,244.1,84.8,11.9,24.0,2.2,1,"Snow, Partially cloudy"
bielsko biała,2022-01-14,5.5,-1.1,2.5,1.5,-4.9,-1.8,0.2,85.3,0.219,100,25.0,1.2,22.4,53.9,28.7,253.3,87.7,13.4,28.8,2.6,2,"Snow, Partially cloudy"
bielsko biała,2022-01-15,1.6,-4.3,-0.2,-1.7,-7.5,-4.0,-1.8,88.7,0.395,100,4.17,0.7,23.5,21.9,21.4,248.0,47.8,9.4,37.8,3.5,1,"Snow, Partially cloudy"
bielsko biała,2022-01-16,5.4,-5.4,-0.5,2.8,-9.9,-4.1,-5.2,73.3,0.0,0,0.0,5.0,23.8,50.3,28.7,205.7,69.0,18.5,57.2,5.0,3,Partially cloudy
bielsko biała,2022-01-17,2.8,-0.9,0.8,-3.9,-6.7,-5.2,-1.3,85.6,2.268,100,58.33,6.9,29.5,72.0,46.5,239.5,92.6,18.8,9.7,0.8,0,"Snow, Rain, Overcast"
bielsko biała,2022-01-18,-0.7,-1.7,-1.2,-3.6,-7.2,-5.4,-3.5,83.8,0.0,0,0.0,0.4,29.8,50.4,21.5,267.8,90.5,14.1,34.7,3.1,2,Overcast
bielsko biała,2022-01-19,5.2,-4.6,0.6,4.1,-7.4,-2.0,-4.6,69.9,0.0,0,0.0,1.2,29.5,57.8,28.7,205.7,57.4,24.2,55.7,4.9,2,Partially cloudy
bielsko biała,2022-01-20,2.6,-2.7,0.1,-3.6,-9.7,-6.2,-4.4,72.2,1.023,100,29.17,1.4,20.3,68.3,42.8,232.9,85.4,28.1,29.4,2.6,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-01-21,-2.4,-4.7,-3.8,-8.3,-11.5,-10.2,-5.5,87.4,1.111,100,62.5,8.4,17.5,64.4,28.5,257.5,90.5,7.4,28.4,2.5,1,"Snow, Overcast"
bielsko biała,2022-01-22,-2.9,-5.7,-3.6,-6.5,-10.4,-8.4,-5.1,89.9,2.379,100,62.5,8.2,26.6,46.8,21.6,260.8,94.3,6.4,33.0,2.7,2,"Snow, Overcast"
bielsko biała,2022-01-23,-2.4,-5.9,-3.8,-2.4,-10.6,-7.0,-5.5,87.8,0.008,100,29.17,0.5,26.5,14.8,14.4,254.0,98.4,8.3,24.4,2.2,1,"Snow, Overcast"
bielsko biała,2022-01-24,-0.2,-10.3,-5.0,-2.0,-14.9,-6.6,-7.2,85.2,0.0,0,0.0,0.0,25.5,10.8,14.4,119.2,72.5,6.7,50.4,4.4,2,Partially cloudy
bielsko biała,2022-01-25,1.0,-1.9,-0.2,-0.2,-4.7,-3.2,-1.1,93.9,0.12,100,54.17,3.5,24.9,39.6,17.9,241.2,99.8,5.0,15.9,1.2,1,"Snow, Overcast"
bielsko biała,2022-01-26,1.1,-0.1,0.3,-3.3,-5.0,-4.1,0.1,98.0,1.101,100,70.83,9.3,29.2,21.8,21.4,244.6,99.8,3.7,22.0,2.0,1,"Snow, Overcast"
bielsko biała,2022-01-27,2.1,-0.9,0.6,-1.9,-6.0,-4.4,-1.7,85.1,0.423,100,25.0,28.2,48.7,54.0,32.3,226.4,96.3,18.8,33.0,2.8,2,"Snow, Overcast"
bielsko biała,2022-01-28,2.5,-1.4,0.9,-3.3,-6.7,-4.8,-0.7,88.9,1.298,100,62.5,4.4,62.5,61.1,35.9,249.7,97.2,17.9,13.5,1.1,1,"Snow, Overcast"
bielsko biała,2022-01-29,3.8,-2.2,0.3,-2.3,-7.7,-4.8,-3.1,78.2,0.77,100,45.83,3.5,66.4,64.8,39.6,217.7,76.9,31.4,39.2,3.4,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-01-30,5.1,2.3,3.3,0.0,-4.3,-2.4,-1.3,71.9,0.462,100,75.0,1.8,69.0,75.6,46.5,252.8,94.4,24.9,18.0,1.3,1,"Snow, Rain, Overcast"
bielsko biała,2022-01-31,2.3,-1.0,0.7,-0.7,-4.9,-3.2,-4.2,70.0,0.009,100,29.17,2.3,70.6,53.9,32.2,246.0,97.1,16.7,30.7,2.5,1,"Snow, Rain, Overcast"
bielsko biała,2022-02-01,1.5,-1.7,-0.4,-3.3,-7.2,-5.1,-2.2,87.9,0.047,100,66.67,9.5,55.8,64.6,39.2,227.5,97.6,9.3,31.1,2.6,1,"Snow, Rain, Overcast"
bielsko biała,2022-02-02,3.3,0.0,1.5,-0.8,-5.6,-3.7,0.2,90.7,1.497,100,83.33,8.3,55.0,64.4,35.7,241.5,97.5,11.9,28.9,2.3,2,"Snow, Overcast"
bielsko biała,2022-02-03,4.1,-2.2,0.8,4.1,-7.6,-3.0,-2.6,79.2,4.962,100,29.17,2.1,59.5,21.6,25.1,220.3,78.0,29.4,80.9,7.1,4,"Snow, Partially cloudy"
bielsko biała,2022-02-04,5.0,1.6,3.7,1.8,-3.9,-0.4,-0.9,72.3,0.121,100,37.5,46.0,87.6,46.4,25.1,186.6,92.2,33.7,33.4,2.9,1,"Snow, Rain, Overcast"
bielsko biała,2022-02-05,5.6,0.6,3.2,0.8,-3.6,-1.6,-1.7,70.5,0.22,100,33.33,1.2,104.5,64.6,35.6,231.6,89.2,40.9,41.7,3.7,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-06,3.6,0.3,2.6,-1.3,-5.8,-3.0,-1.8,73.0,0.098,100,41.67,12.0,109.6,79.0,46.2,204.5,94.5,32.3,24.8,2.2,1,"Snow, Rain, Overcast"
bielsko biała,2022-02-07,4.1,0.3,1.8,-0.6,-5.0,-3.0,-0.3,85.8,3.689,100,79.17,8.7,123.5,54.0,32.1,243.5,97.4,19.1,44.5,3.8,2,"Snow, Rain, Overcast"
bielsko biała,2022-02-08,4.3,0.8,2.5,0.0,-4.4,-2.5,-0.7,80.1,0.201,100,54.17,1.2,126.4,61.1,39.4,238.0,95.6,15.7,47.9,4.1,3,"Snow, Rain, Overcast"
bielsko biała,2022-02-09,7.5,4.3,5.6,5.4,-0.7,1.9,4.0,89.9,1.323,100,50.0,0.0,123.5,46.4,28.7,227.5,99.6,15.2,46.4,3.9,2,"Rain, Overcast"
bielsko biała,2022-02-10,10.1,5.1,7.3,10.1,1.5,4.5,1.2,65.9,0.0,0,0.0,0.0,117.5,43.3,28.5,208.5,91.0,47.9,65.7,5.8,4,Overcast
bielsko biała,2022-02-11,7.5,0.1,4.1,5.1,-4.0,1.0,0.7,79.4,2.947,100,33.33,1.9,116.8,53.9,32.0,235.8,96.8,25.8,22.9,2.1,1,"Snow, Rain, Overcast"
bielsko biała,2022-02-12,2.5,-2.4,0.1,1.0,-6.4,-2.9,-3.7,77.0,1.947,100,12.5,1.6,115.0,41.0,17.9,225.7,42.0,23.1,56.6,4.9,2,"Snow, Partially cloudy"
bielsko biała,2022-02-13,6.3,-1.5,2.4,4.0,-4.0,-0.4,-8.6,45.5,0.0,0,0.0,0.0,109.9,50.7,25.4,169.6,29.6,45.8,119.2,10.2,5,Partially cloudy
bielsko biała,2022-02-14,7.5,-0.5,4.0,5.0,-2.9,1.1,-4.1,56.5,0.0,0,0.0,0.0,102.6,57.6,28.7,157.1,12.6,42.0,108.7,9.3,4,Clear
bielsko biała,2022-02-15,10.6,1.5,6.0,10.6,-0.7,4.0,-0.7,63.2,0.0,0,0.0,0.0,95.1,46.3,24.9,208.2,55.3,31.6,78.5,6.8,4,Partially cloudy
bielsko biała,2022-02-16,8.3,4.7,6.7,4.8,0.9,3.1,0.4,64.8,0.004,100,12.5,0.0,92.7,79.0,49.8,190.4,66.3,34.5,103.3,8.9,4,"Rain, Partially cloudy"
bielsko biała,2022-02-17,10.9,3.6,6.9,10.9,-0.4,2.3,2.1,72.4,7.518,100,45.83,0.1,90.9,89.8,46.4,215.7,93.5,37.9,58.2,5.0,4,"Snow, Rain, Overcast"
bielsko biała,2022-02-18,10.1,2.8,5.9,10.1,-2.7,1.5,-0.9,62.8,0.32,100,16.67,0.1,89.9,72.0,46.4,215.9,68.7,45.9,100.1,8.6,5,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-19,10.3,3.7,6.9,10.3,-0.7,2.8,-4.6,44.4,0.976,100,12.5,0.6,89.3,79.4,46.4,236.9,58.0,45.4,93.0,8.0,5,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-20,7.5,1.8,4.5,3.1,-4.0,-0.1,-2.3,62.7,0.991,100,25.0,2.3,90.6,64.6,39.3,214.6,79.8,35.8,62.8,5.5,3,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-21,8.0,3.6,5.9,3.8,-1.0,1.3,-0.5,64.0,1.268,100,37.5,1.8,93.0,68.2,42.7,212.3,86.8,45.8,32.1,2.7,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-22,5.0,0.7,3.1,0.4,-3.5,-1.2,-1.3,73.4,1.973,100,29.17,1.6,94.4,43.4,28.5,233.9,88.5,30.6,57.6,5.0,3,"Snow, Partially cloudy"
bielsko biała,2022-02-23,6.8,0.6,3.9,3.1,-2.8,-0.2,-1.3,70.1,2.517,100,33.33,0.7,95.7,46.8,32.1,242.1,72.3,23.4,76.8,6.4,4,"Snow, Partially cloudy"
bielsko biała,2022-02-24,9.6,-1.9,4.4,7.4,-6.4,0.9,-3.5,60.0,0.0,0,0.0,0.0,94.9,57.4,32.3,159.8,29.2,36.2,135.7,11.6,5,Partially cloudy
bielsko biała,2022-02-25,7.2,-1.7,2.7,2.9,-5.7,-1.1,-2.1,73.2,2.928,100,20.83,1.1,93.9,64.2,39.0,201.9,71.8,27.6,68.5,5.9,5,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-26,2.1,-4.3,-0.5,1.8,-7.5,-2.4,-2.5,86.7,0.009,100,20.83,0.4,92.6,43.2,10.8,42.7,72.9,12.8,54.7,4.6,3,"Snow, Rain, Partially cloudy"
bielsko biała,2022-02-27,4.0,-2.4,0.6,3.6,-5.3,-2.2,-2.5,81.5,0.0,0,0.0,0.4,91.1,28.9,17.9,37.5,58.6,14.2,81.8,7.1,4,Partially cloudy
bielsko biała,2022-02-28,0.8,-4.4,-1.5,-3.2,-7.6,-5.4,-5.1,77.8,0.001,100,4.17,0.4,91.0,50.4,25.1,50.2,74.3,16.9,82.6,7.1,4,"Snow, Partially cloudy"
bielsko biała,2022-03-01,3.0,-4.9,-1.1,0.1,-9.4,-4.4,-7.1,66.4,0.0,0,0.0,0.0,90.8,61.2,17.9,55.8,19.7,18.5,147.4,11.7,5,Clear
bielsko biała,2022-03-02,3.3,-6.9,-1.6,3.1,-10.5,-4.1,-8.0,63.1,0.0,0,0.0,0.0,89.6,28.9,14.5,60.6,24.3,13.5,145.4,11.5,5,Partially cloudy
bielsko biała,2022-03-03,3.1,-6.7,-1.5,1.1,-10.2,-3.7,-7.5,65.5,0.0,0,0.0,1.2,88.5,46.8,14.3,258.6,56.4,9.8,131.7,10.3,4,Partially cloudy
bielsko biała,2022-03-04,0.3,-2.2,-1.2,0.3,-5.0,-2.1,-2.7,89.8,0.144,100,50.0,1.8,58.0,43.2,7.3,295.1,99.0,3.9,37.5,3.0,1,"Snow, Overcast"
bielsko biała,2022-03-05,0.8,-2.0,-0.6,0.6,-5.8,-3.2,-4.1,79.0,0.702,100,45.83,20.1,52.1,14.4,10.8,39.9,94.0,13.2,71.9,5.6,2,"Snow, Rain, Overcast"
bielsko biała,2022-03-06,-1.2,-4.1,-2.2,-2.2,-6.4,-4.9,-6.5,72.6,0.002,100,8.33,35.7,81.5,14.4,14.3,48.8,95.6,15.8,50.6,3.8,3,"Snow, Rain, Overcast"
bielsko biała,2022-03-07,1.1,-4.9,-1.7,-0.4,-10.1,-4.0,-6.1,72.8,0.008,100,33.33,1.6,95.9,43.2,13.5,298.9,90.3,12.2,84.3,7.0,4,"Snow, Rain, Overcast"
bielsko biała,2022-03-08,1.8,-2.2,-0.6,-1.0,-5.2,-3.5,-3.8,79.4,0.006,100,12.5,1.1,95.8,14.7,14.3,261.9,82.4,11.5,80.1,7.0,4,"Snow, Partially cloudy"
bielsko biała,2022-03-09,5.8,-1.0,2.4,4.0,-4.9,0.0,-3.9,64.8,0.004,100,8.33,1.4,94.9,18.3,17.9,268.9,88.2,12.2,126.9,11.1,5,"Snow, Partially cloudy"
bielsko biała,2022-03-10,2.1,-4.4,-1.2,-2.3,-9.8,-6.4,-8.0,61.8,0.002,100,4.17,0.4,93.9,43.2,21.6,53.6,37.8,37.7,167.4,14.4,6,"Snow, Partially cloudy"
bielsko biała,2022-03-11,2.3,-6.9,-2.6,-1.5,-13.3,-7.5,-12.3,49.4,0.0,0,0.0,0.0,92.9,32.0,21.5,74.8,0.0,26.7,173.6,14.8,6,Clear
bielsko biała,2022-03-12,5.8,-5.7,0.0,5.0,-10.8,-3.1,-13.3,37.6,0.0,0,0.0,0.0,91.2,25.0,24.8,92.3,19.5,28.4,166.8,14.3,6,Clear
bielsko biała,2022-03-13,9.6,-4.9,2.3,8.0,-9.4,-0.9,-10.5,40.7,0.0,0,0.0,0.0,87.8,21.7,21.4,79.6,18.7,19.5,171.3,14.8,6,Clear
bielsko biała,2022-03-14,12.1,0.5,6.6,12.1,-3.4,4.3,-9.8,31.1,0.0,0,0.0,0.0,85.7,39.8,24.9,154.8,11.3,38.8,175.8,15.0,6,Clear
bielsko biała,2022-03-15,14.1,2.8,8.9,14.1,0.7,7.8,-5.0,37.7,0.0,0,0.0,2.0,84.8,18.4,17.9,152.5,71.1,31.0,140.4,12.2,5,Partially cloudy
bielsko biała,2022-03-16,9.6,1.1,5.4,8.3,-1.3,3.3,1.2,77.0,0.366,100,41.67,1.2,86.4,36.3,17.9,94.5,62.8,9.6,107.7,9.4,4,"Snow, Rain, Partially cloudy"
bielsko biała,2022-03-17,9.0,-1.2,3.8,6.4,-5.4,0.5,-2.2,68.0,0.0,0,0.0,0.0,84.9,21.9,21.4,72.9,50.2,10.9,144.0,12.3,6,Partially cloudy
bielsko biała,2022-03-18,9.1,-0.9,3.3,8.1,-3.1,1.8,-4.1,59.6,0.0,0,0.0,0.0,83.9,39.6,13.5,25.6,54.0,9.5,153.9,13.3,6,Partially cloudy
bielsko biała,2022-03-19,7.3,-4.5,1.9,3.9,-8.9,-0.8,-8.7,49.5,0.0,0,0.0,0.0,82.9,43.2,25.1,56.9,4.2,15.0,192.3,16.7,6,Clear
bielsko biała,2022-03-20,8.8,-1.0,4.0,6.6,-5.5,1.0,-9.5,37.6,0.0,0,0.0,0.0,81.9,36.0,21.2,77.0,28.7,26.4,188.6,16.1,6,Partially cloudy
bielsko biała,2022-03-21,11.3,-4.2,4.4,11.3,-8.5,2.1,-7.8,43.6,0.0,0,0.0,0.0,80.4,18.2,17.9,76.3,1.3,23.3,186.9,16.3,6,Clear
bielsko biała,2022-03-22,15.1,-0.9,7.5,15.1,-4.4,6.0,-4.9,44.2,0.0,0,0.0,0.0,77.4,14.8,17.7,90.8,0.0,18.9,184.1,16.0,6,Clear
bielsko biała,2022-03-23,19.3,1.3,10.0,19.3,-2.1,8.5,-5.2,40.0,0.0,0,0.0,0.0,73.4,17.8,17.6,120.3,0.0,28.5,193.4,16.7,6,Clear
bielsko biała,2022-03-24,14.1,0.8,8.3,14.1,0.8,7.9,-4.9,41.1,0.0,0,0.0,0.0,69.8,18.0,14.2,325.7,5.0,18.5,181.5,15.9,6,Clear
bielsko biała,2022-03-25,14.1,-1.4,6.9,14.1,-5.1,5.7,-2.0,55.9,0.0,0,0.0,0.0,67.5,14.3,10.8,151.0,8.6,16.7,182.5,15.9,6,Clear
bielsko biała,2022-03-26,15.3,-0.1,8.3,15.3,-3.1,7.1,0.8,62.9,0.021,100,12.5,0.0,64.1,39.8,24.9,269.3,46.5,14.8,177.5,15.4,6,"Rain, Partially cloudy"
bielsko biała,2022-03-27,10.3,1.0,6.1,10.3,-1.3,4.6,-4.8,50.4,0.792,100,8.33,0.0,59.2,14.7,14.2,26.2,46.2,35.0,205.7,17.0,6,"Rain, Partially cloudy"
bielsko biała,2022-03-28,17.8,0.6,9.9,17.8,-2.8,8.8,-1.7,46.6,0.0,0,0.0,0.0,54.3,43.0,25.1,217.7,23.6,32.4,195.3,16.8,6,Partially cloudy
bielsko biała,2022-03-29,13.5,7.0,10.6,13.5,5.7,10.3,4.3,65.7,0.296,100,8.33,0.0,49.3,35.7,21.3,254.1,89.0,19.9,106.1,9.3,4,"Rain, Partially cloudy"
bielsko biała,2022-03-30,11.6,5.0,7.6,11.6,4.4,7.2,3.5,76.8,0.918,100,29.17,0.0,44.1,14.7,14.4,38.6,95.7,6.8,104.0,9.0,4,"Rain, Overcast"
bielsko biała,2022-03-31,7.1,-0.2,2.9,5.8,-5.4,-0.6,2.2,95.2,3.818,100,58.33,3.8,40.6,25.2,21.6,39.8,100.0,2.2,18.9,1.7,1,"Snow, Rain, Overcast"
bielsko biała,2022-04-01,-0.2,-1.2,-0.4,-2.8,-5.6,-4.6,-1.1,94.7,5.11,100,83.33,2.5,29.0,21.8,21.5,36.5,100.0,3.2,42.0,3.6,2,"Snow, Overcast"
bielsko biała,2022-04-02,-1.1,-1.7,-1.4,-1.4,-5.2,-3.6,-2.6,91.4,0.429,100,62.5,2.6,21.1,29.9,10.9,329.8,100.0,4.4,36.5,3.2,2,"Snow, Overcast"
bielsko biała,2022-04-03,0.0,-3.2,-1.7,-1.2,-6.9,-4.9,-4.7,80.9,2.945,100,54.17,31.6,42.6,32.4,14.3,264.4,93.9,12.1,104.0,9.1,5,"Snow, Overcast"
bielsko biała,2022-04-04,4.8,-2.4,1.3,1.3,-7.9,-3.6,-6.2,58.4,0.004,100,16.67,3.8,55.3,60.7,35.8,207.2,61.2,45.6,170.5,14.7,6,"Snow, Rain, Partially cloudy"
bielsko biała,2022-04-05,7.6,1.8,4.5,3.5,-4.3,-0.5,0.7,76.6,2.004,100,50.0,2.5,57.5,68.0,35.8,223.0,96.0,22.3,54.9,4.9,2,"Snow, Rain, Overcast"
bielsko biała,2022-04-06,14.0,7.3,10.2,14.0,3.5,8.3,4.5,68.4,1.168,100,8.33,0.0,48.5,50.2,28.6,205.7,92.3,38.3,80.3,7.0,3,"Rain, Overcast"
bielsko biała,2022-04-07,16.0,9.3,13.4,16.0,7.6,13.4,3.9,52.8,0.0,0,0.0,0.0,16.0,75.3,46.3,207.8,84.0,47.4,162.2,14.0,7,Partially cloudy
bielsko biała,2022-04-08,12.1,5.6,9.3,12.1,2.8,7.2,0.5,57.3,1.889,100,4.17,0.0,0.0,67.3,43.0,232.5,81.8,37.7,177.7,15.3,8,"Rain, Partially cloudy"
bielsko biała,2022-04-09,10.4,0.6,4.5,10.4,-3.6,1.9,2.0,84.9,17.137,100,16.67,1.1,0.9,70.9,31.7,245.3,93.1,14.5,75.3,6.6,3,"Snow, Rain, Overcast"
bielsko biała,2022-04-10,6.0,1.1,2.9,3.7,-2.4,-0.3,-1.6,72.6,0.123,100,4.17,1.9,0.6,34.9,17.8,237.9,60.7,38.7,139.6,12.0,5,"Snow, Partially cloudy"
bielsko biała,2022-04-11,7.6,2.0,4.2,5.1,-2.1,1.3,-1.9,65.7,0.23,100,4.17,1.2,0.7,39.6,28.3,248.5,74.1,39.2,187.9,16.3,7,"Snow, Partially cloudy"
bielsko biała,2022-04-12,12.6,-0.4,6.6,12.6,-3.6,5.3,-3.0,53.9,0.002,100,4.17,39.8,22.4,18.0,14.2,74.7,43.6,30.1,237.5,20.6,7,"Rain, Partially cloudy"
bielsko biała,2022-04-13,16.1,3.1,10.1,16.1,0.2,8.8,-1.3,46.7,0.0,0,0.0,0.0,34.1,22.7,17.7,81.7,28.7,31.6,220.9,19.0,7,Partially cloudy
bielsko biała,2022-04-14,21.1,5.6,13.7,21.1,3.2,13.2,0.5,43.2,0.0,0,0.0,0.0,23.5,26.6,17.8,166.9,64.9,40.0,230.9,19.8,7,Partially cloudy
bielsko biała,2022-04-15,14.4,7.6,10.9,14.4,6.2,10.4,5.9,74.6,1.189,100,4.17,20.0,9.4,40.7,17.7,249.2,90.9,15.4,98.7,8.4,8,"Rain, Overcast"
bielsko biała,2022-04-16,7.1,2.6,5.0,5.8,-1.1,2.8,1.1,78.1,12.289,100,8.33,12.3,30.6,49.7,14.6,333.7,93.6,17.9,89.3,7.7,5,"Snow, Rain, Overcast"
bielsko biała,2022-04-17,7.8,-0.7,4.3,6.6,-1.6,3.4,-3.8,58.0,0.0,0,0.0,0.0,30.7,18.3,14.3,11.8,74.4,27.9,159.5,13.9,5,Partially cloudy
bielsko biała,2022-04-18,7.8,-1.7,4.1,7.8,-1.7,2.9,-3.7,59.5,0.002,100,4.17,0.0,28.9,14.8,14.4,79.6,68.1,30.9,183.3,15.8,7,"Snow, Rain, Partially cloudy"
bielsko biała,2022-04-19,6.6,1.5,4.1,6.1,-1.5,2.1,-1.2,69.2,0.437,100,37.5,0.4,27.9,28.6,21.2,189.4,82.9,21.9,157.4,13.6,8,"Snow, Rain, Partially cloudy"
bielsko biała,2022-04-20,6.8,-1.7,3.2,5.3,-4.4,1.1,-0.8,77.0,0.097,100,4.17,0.0,26.6,21.8,21.5,230.5,77.6,15.4,48.9,4.0,2,"Snow, Rain, Partially cloudy"
bielsko biała,2022-04-21,12.1,-1.6,6.0,12.1,-4.3,5.0,0.4,69.9,0.0,0,0.0,0.0,24.9,17.9,14.2,28.6,86.6,15.6,183.7,15.9,8,Partially cloudy
bielsko biała,2022-04-22,12.6,3.1,7.8,12.6,0.2,6.1,3.7,76.4,0.699,100,20.83,0.0,23.2,32.2,21.6,56.6,81.2,10.8,142.6,12.4,6,"Rain, Partially cloudy"
bielsko biała,2022-04-23,14.6,4.6,8.8,14.6,1.6,7.4,2.6,67.7,0.775,100,4.17,0.0,19.4,18.3,17.9,51.0,58.2,23.4,244.8,21.0,9,"Rain, Partially cloudy"
bielsko biała,2022-04-24,15.7,7.1,10.6,15.7,3.6,9.4,5.3,70.6,1.813,100,33.33,0.0,15.8,47.0,25.1,122.8,88.9,31.0,50.7,4.3,3,"Rain, Partially cloudy"
bielsko biała,2022-04-25,11.2,6.5,8.6,11.2,4.3,7.2,6.6,87.2,3.413,100,50.0,0.0,13.9,18.0,17.7,194.0,92.1,18.6,79.3,6.8,4,"Rain, Overcast"
bielsko biała,2022-04-26,10.1,3.4,7.3,10.1,1.4,6.1,4.5,83.0,1.976,100,25.0,0.0,4.9,10.8,10.8,270.6,89.7,7.1,105.7,9.1,4,"Rain, Partially cloudy"
bielsko biała,2022-04-27,12.1,2.3,7.4,12.1,0.3,6.4,3.4,77.2,0.07,100,8.33,0.0,0.0,18.1,14.4,61.8,79.9,14.5,120.2,10.4,7,"Rain, Partially cloudy"
bielsko biała,2022-04-28,14.5,4.3,10.3,14.5,2.5,9.8,2.0,58.8,0.0,0,0.0,0.0,0.0,14.9,10.9,280.0,64.0,23.1,181.6,15.8,10,Partially cloudy
bielsko biała,2022-04-29,15.3,2.7,9.9,15.3,0.5,9.3,0.6,54.8,0.0,0,0.0,0.0,0.0,14.5,14.3,258.6,43.9,34.2,178.2,15.6,9,Partially cloudy
bielsko biała,2022-04-30,16.1,2.4,10.0,16.1,-0.6,9.1,0.8,56.3,0.0,0,0.0,0.0,0.0,14.6,14.2,59.9,60.3,22.4,205.4,17.9,8,Partially cloudy
bielsko biała,2022-05-01,17.8,5.6,12.0,17.8,3.3,11.3,3.0,56.3,0.001,100,4.17,0.0,0.0,17.8,17.5,102.2,79.3,26.3,199.5,17.3,8,"Rain, Partially cloudy"
bielsko biała,2022-05-02,19.6,6.9,13.0,19.6,4.8,12.5,3.7,56.5,0.0,0,0.0,0.0,0.0,17.8,17.5,89.6,64.3,28.0,184.1,15.8,8,Partially cloudy
bielsko biała,2022-05-03,19.4,6.7,12.9,19.4,5.1,12.4,5.3,63.1,0.397,100,8.33,0.0,0.0,14.4,10.9,99.1,70.4,28.3,173.5,15.3,9,"Rain, Partially cloudy"
bielsko biała,2022-05-04,18.5,6.9,13.0,18.5,5.6,12.5,5.7,64.7,0.01,100,16.67,0.0,0.0,10.9,10.8,79.4,72.4,21.8,166.9,14.5,9,"Rain, Partially cloudy"
bielsko biała,2022-05-05,19.8,9.0,13.8,19.8,7.3,13.6,8.2,70.9,6.892,100,33.33,0.0,0.0,21.9,14.3,100.3,78.0,28.8,154.0,13.2,8,"Rain, Partially cloudy"
bielsko biała,2022-05-06,15.1,10.5,12.8,15.1,10.5,12.8,10.7,87.5,4.784,100,45.83,0.0,0.0,14.5,10.8,288.3,95.0,9.7,88.1,7.7,4,"Rain, Overcast"
bielsko biała,2022-05-07,15.3,10.5,12.7,15.3,10.5,12.7,9.8,83.2,1.024,100,29.17,0.0,0.0,10.8,10.6,55.5,92.9,10.0,125.3,10.9,5,"Rain, Overcast"
