name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cracow,2022-04-14,21.8,3.1,12.8,21.8,3.1,12.4,1,47.1,0,0,0,,0,0,16.6,11.7,19.8,1019.7,56.5,23.2,317.1,27.3,10,10,2022-04-14T05:49:41,2022-04-14T19:32:31,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-15,14.2,8.8,10.8,14.2,7.3,10.4,7.1,78.1,0.019,100,4.17,rain,0,0,36.4,28.3,254,1019.2,81.1,14.8,213.1,18.4,10,10,2022-04-15T05:47:38,2022-04-15T19:34:05,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-16,8.7,4.8,6.4,7,0.9,3.9,1.3,71.7,6.042,100,8.33,rain,0,0,41.8,23.5,341.7,1025.1,90,20.4,251.5,21.5,10,10,2022-04-16T05:45:35,2022-04-16T19:35:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-17,8.1,1.5,5.5,7,-0.6,3.8,-3.2,54.8,0,0,0,"rain,snow",0,0,34.4,19.2,8.1,1026.6,77.2,26.3,402.8,34.7,10,10,2022-04-17T05:43:34,2022-04-17T19:37:14,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-18,8.8,-0.4,4.8,7.7,-0.4,3.8,-3.1,59.6,0.012,100,8.33,"rain,snow",0.1,0,31.1,17.4,342,1017.7,63.2,21.8,322.5,27.7,10,10,2022-04-18T05:41:32,2022-04-18T19:38:48,0.52,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-19,9.1,3,5.8,6.9,0.6,3.8,-1.2,61.2,0.965,100,12.5,"rain,snow",0.2,0,21.2,20.4,38.8,1012.3,61.6,22.4,412.4,35.6,10,10,2022-04-19T05:39:32,2022-04-19T19:40:22,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-20,7.7,-1.3,3.8,4.2,-2,1.6,-0.3,75.3,0,0,0,rain,0,0,42.2,26.1,246.1,1013.9,77.9,15.1,234.1,20,10,10,2022-04-20T05:37:33,2022-04-20T19:41:56,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-21,11.7,3.8,7.5,11.7,2,6.6,3,74.5,0.009,100,4.17,rain,0,0,17.5,16.9,241.3,1012.6,90.1,12.7,277.8,23.8,10,10,2022-04-21T05:35:34,2022-04-21T19:43:30,0.64,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-22,11.1,6.1,7.9,11.1,2.9,6.1,5.5,84.8,0.053,100,4.17,rain,0,0,31.7,28.6,47.1,1010.3,93.5,12,189.1,16.2,10,10,2022-04-22T05:33:37,2022-04-22T19:45:04,0.7,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-23,14.9,3.8,9,14.9,2.5,8.3,2.8,67.2,0.015,100,4.17,rain,0,0,30.9,16.9,22,1008.6,54.3,21.9,358.5,30.7,10,10,2022-04-23T05:31:40,2022-04-23T19:46:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-24,15.8,2.1,8.7,15.8,1.1,8,5.8,83,3.618,100,12.5,rain,0,0,62.1,20.7,63.3,1004.9,70.6,15.9,228,19.7,10,10,2022-04-24T05:29:45,2022-04-24T19:48:11,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-25,13.1,5,9.5,13.1,5,9.2,7.6,88.4,1.898,100,12.5,rain,0,0,24.2,20.4,259.9,1006.1,72.9,13.6,288.8,24.9,10,10,2022-04-25T05:27:50,2022-04-25T19:49:45,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-26,10.1,5,8.4,10.1,4.6,7.3,5.5,82.3,0.12,100,8.33,rain,0,0,20.6,14,281.4,1015.8,94.1,12.8,119.2,10.3,5,10,2022-04-26T05:25:57,2022-04-26T19:51:18,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12575099999,12566099999,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-27,12.7,2,8,12.7,-0.1,7.6,4.5,80,0.367,100,12.5,rain,0,0,14.1,13.4,89.3,1021.2,72.1,11.7,268.2,23,10,10,2022-04-27T05:24:05,2022-04-27T19:52:52,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-28,16.2,4.2,11.2,16.2,4.2,11.1,3.1,61.5,0.002,100,4.17,rain,0,0,31.2,17.1,352.2,1024.8,47.4,19.1,373.9,32.3,10,10,2022-04-28T05:22:13,2022-04-28T19:54:25,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-29,16,3.8,10.8,16,3.1,10.5,1.8,57.4,0,0,0,rain,0,0,14.5,13.4,282.3,1026.5,42.6,18.8,412.5,35.7,10,10,2022-04-29T05:20:24,2022-04-29T19:55:57,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-04-30,16.2,1.8,10.5,16.2,1.8,10.4,1.3,56.1,0,0,0,,0,0,14.1,14.5,42.5,1023.5,56.7,19,432,37.1,10,10,2022-04-30T05:18:35,2022-04-30T19:57:30,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
